Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
54,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen with a logo and words appears before the series of clips playing, suggesting that the intro screen is a prelude or introduction to the series of clips, implying a temporal relationship where Event 2 precedes Event 1."
55,The big truck leaves the car wash .,A black sedan is parked by the detail shop area .,NA,No,"There is no clear causal or sequential relationship between the two events. The truck could have been at the car wash and then left, or the black sedan could have been parked there at a different time. There is no logical connection between the two events."
56,A red car is seen parked .,A young man cleans a Nissan and its license plate area .,NA,Yes,"The young man must have cleaned the Nissan, including its license plate area, after it was parked (Event 1), suggesting a temporal relationship where Event 1 precedes Event 2."
57,He shows some of the front fork and how to apply the spring .,He then turns his attention back to the bike and its front end .,NA,Yes,"The verb 'then' indicates a temporal relationship between the two events, suggesting that showing the front fork comes before turning attention to the bike's front end."
58,First person of a man in a canoe in a body of water near waterfalls .,Video of two other canoes nearer to the falls .,NA,Yes,"The second event, the video of the two other canoes, is likely to occur after the first event, the person in a canoe near the waterfalls, as the canoes in the video appear to be closer to the falls, suggesting that the person may have paddled closer or fallen off their canoe, and the video is capturing a later moment in time."
59,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"Event 1 describes the actions of pouring and adding liquid, which implies that the woman is creating a cocktail. Event 2 sets the context for this action, showing that the woman has the necessary tools and glasses. The order of the events suggests that the woman first prepares the tools and then proceeds to create the cocktail, making them temporally related."
60,She jumps one more time and is seen walking away .,An athletic woman is seen standing ready for a track .,NA,Yes,"It is likely that the woman jumps one more time before she starts walking away, indicating that event 1 occurs before event 2."
61,She mixes more ingredients in the bowl and strain the fruits into a bowl in the end .,A woman is seen sitting behind a desk taking her classes down and clip arts of her and objects .,NA,No,"The two events seem to describe different activities, one related to cooking and the other to taking classes or creating art. There is no obvious temporal connection between them."
62,She grabs his hand with both hands and stands back up while shaking hands .,The two then have an arm wrestling match with one another and the girl points off into the distance .,NA,Yes,"The arm wrestling match cannot start until the handshake is finished, so event 1 must occur before event 2."
63,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",NA,Yes,"The mic is removed after the boy's performance, and the boy's wild head movements only occur after the mic is removed, so the events are likely to be sequential."
64,The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,An adult man appeared and joined the girls and play hop scotch .,NA,No,"There is no clear sequence or logical relationship between the events. The appearance of the adult man playing hopscotch with the girls could occur at any point in time, regardless of whether the girls were dressed in specific costumes."
65,"The cookie is picked up and broken in half , the screen goes to an outro screen that has the words "" Home Cooking adventure "" , includes 3 small videos in the middle of the screen and a youtube icon that has a flashing word "" subscribe "" next to it .","The instructions on the screen now say "" Drop 1 - 1 1/2 tablespoon portions 2 - inches apart "" and the woman is shown spooning the cookie dough mixture onto a baking pan .",NA,Yes,"Event 1 describes the conclusion of an episode or video, and Event 2 appears to be a continuation of the content, specifically showing the instructions and action following the conclusion of the episode."
66,The guy smiles and places the fish on the the ice with both hands .,A guy squats on ice next to a plant .,NA,No,"There is no logical temporal relationship between the two events, as they appear to be unrelated activities (smiling and placing a fish on ice vs. squatting next to a plant on ice)."
67,The two teens bow after their fight .,The credits of video are shown .,NA,No,"The context is not provided, but based on the events, it seems that 'Event 1' is related to a fight, whereas 'Event 2' is related to the end of a video. These events are unlikely to be related in terms of time, as a fight would likely occur before the credits of a video."
68,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There 's a small boy snowboarding down the slope .,NA,Yes,It is likely that the young students learned how to snowboard from the instructors (Event 1) before they are able to snowboard down the slope (Event 2).
69,"A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .","A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .",NA,No,"The two events are unrelated and appear to describe different scenes or scenarios, with no clear connection between the two events."
70,There are some adults helping small children get ready with their snowboarding equipment and gear .,An instructor from the snowboarding school is helping some young children get up after falling down .,NA,Yes,"The children must be equipped with snowboarding equipment and gear before they can start snowboarding, which means event 1 likely precedes event 2, as the instructor is helping them get up after falling down, suggesting they were already snowboarding."
71,  The man dismounts and lands on the mat .,  The man does a routine on the horse .,NA,Yes,The man must perform the routine on the horse before dismounting and landing on the mat.
72,A group wearing helmets and safety vests pull a raft into a rapid river .,"They run through the water toward a water fall , celebrating .",NA,Yes,The group must have pulled the raft into the rapid river before they can run through the water towards the waterfall.
73,The guy pours the shaken liquid into the glass .,The guy raises an empty glass .,NA,Yes,"The guy must pour the liquid into the glass after it is raised, so event 1 follows event 2."
74,A baby boy 's head floats up from water .,"He goes back under , looking around in amazement .",NA,Yes,"The second event is unlikely to occur before the first event, as a person would typically go under the water before looking around in amazement after surfacing."
75,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,There is no apparent connection between the blue opening screen and the man putting on gloves and dancing in a yard. It is unclear how the two events are related.
76,The woman continues kicking up her legs and ends by jumping down .,An athletic woman is seen balancing herself on two beams .,NA,Yes,"The woman's kicking up her legs and jumping down implies that she is preparing or performing some sort of gymnastic or acrobatic move, which could be followed by balancing herself on two beams, a common skill in gymnastics."
77,"The man then picks up an iron and begins to melt some of the wax onto it by rubbing it on the hot iron , then onto the material on the ski and then back and forth to melting the wax and rubbing it onto the long piece of fabric on the ski .","The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,"The first event describes the man melting wax, and the second event describes the man acquiring the wax, so it is likely that the man obtained the wax before melting it."
78,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .",The same male then lifts the bar four times and is successful at each attempt .,NA,Yes,"The first event describes the initial setup for the weightlifting, and the second event describes the actual lifting. Therefore, the events are likely to be sequential in time."
79,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera's action (zooming out) implies that the camera was previously focused on the man, which is supported by the event 'We shift to see him play'."
80,We see him playing the accordion again .,We fade in from black as the man talks .,NA,Yes,"The use of 'fade in from black' suggests a film or video, and the transition from a black screen to showing the man talking implies that the scene is beginning, which is consistent with the phrase 'We see him playing the accordion again', which implies that the man was already playing the accordion previously."
81,The trainer walks the camel in a circle in a wide circle in the parking lot area with the children riding .,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd .,NA,Yes,It is likely that the training or warming up the camel (Event 1) occurred before the camel is ridden by the children in front of the stage (Event 2).
82,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,A 5th boy suddenly appears and takes the stick to take his turn in filming .,NA,Yes,The 5th boy's appearance must happen after the boys have been skateboarding and passing the stick to each other.
83,The girl uses a comb with a pick to part her hair .,The girl adds hair product to her hair and combs it through with her hands .,NA,Yes,"It is likely that the girl would add hair product to her hair and then use the comb to comb it through with her hands, rather than doing it in the reverse order."
84,We see a bathroom sink and counter .,The man then washes the container .,NA,Yes,"It is likely that the man washed the container in the bathroom sink, so the events are likely to occur in sequence."
85,A camera pans around a large group of people are seen kite surfing along the water while some sit on the sides to watch .,More clips are shown of people riding around along the water with some falling in and others standing back up .,NA,Yes,"The second event appears to be a continuation of the first event, showing more scenes of kite surfing and the aftermath of people falling and getting back up."
86,The two children move backwards as the teens leave .,The credits of video are shown .,NA,No,"The events seem to be from different contexts, with Event 1 possibly being from a video or movie, while Event 2 is likely a conclusion of a video, but there is no direct temporal relationship."
87,The young girl stops and begins to try and takes the food off the fork and they both begin laughing .,The little girl then sits down and they both begin to look on the floor for a piece of food that fell off of the fork .,NA,Yes,"Event 1 describes the girl attempting to take the food off the fork, and Event 2 describes the aftermath of that action, where they are searching for the food that fell off the fork. The second event is likely to occur immediately after the first event."
88,The men begin to play the guitars .,Two men are sitting on stools with guitars in their laps with captions .,NA,Yes,"Event 2 likely occurs after Event 1, as playing the guitars (Event 1) is a necessary step before sitting on stools with guitars in their laps (Event 2)."
89,"  The canoe and the hand travel down a rocky water way and pass other people , trees and rocks .","A hand is seen paddling in the water along with the front of the canoe the person paddling is in , the body and face are not visible , however .",NA,Yes,"The paddling in event 2 is likely to occur during the event described in event 1, as it is a part of the canoe's journey down the rocky waterway."
90,The camera man adjusts the camera and covers it with his hand .,We see two men playing squash in an indoor court .,NA,Yes,"The event of adjusting the camera and covering it with one's hand likely precedes the recording of the squash game, suggesting that the camera man is preparing to capture footage of the squash game."
91,"A black screen appears and a blue area with black text reads "" 20 Seconds "" and it flashes multiple times .","Various items are shown that include a toilet paper roll , a bottle of handwash and running water from a faucet .",NA,Yes,"The flashing '20 Seconds' likely indicates a countdown timer, suggesting that the events occur in sequence, with the timer starting before the items are shown."
92,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .","They raise them to their chests , then over their heads very quickly , doing several sets .",NA,Yes,"The events describe different parts of an exercise routine. The initial setup of laying down on mats and doing sit ups and arm lifts (Event 1) likely comes before the more dynamic and rapid movements of raising the exercise balls to their chests and then over their heads (Event 2), indicating a temporal relationship where Event 1 precedes Event 2."
93,The man is again being interviewed with several shots of balls being thrown and more people being interviewed .,Various shots of people are shown as well a bowling balls being thrown down a lane .,NA,Yes,"The content of the shots being shown in Event 1, including bowling balls being thrown, suggests that it is likely a part of the same video or show as Event 2, and therefore one event must occur after the other."
94,  The man does a routine on the horse .,  People in the arena applaud the man .,NA,Yes,"The man's routine on the horse likely precedes the applause in the arena, as applause typically follows a performance."
95,Two people are seen kicking around a skateboard and lead into clips of them riding down a road .,The men continue moving around the city through obstacles and moving along the road .,NA,Yes,"Event 1 describes the preparation or warm-up of the people before they start moving around the city, which is described in Event 2, suggesting that Event 1 precedes Event 2."
96,We see the title screen on black .,The lady with the hose is seen again .,NA,Yes,"The title screen typically appears at the beginning of a video, movie, or game, and the lady with the hose is mentioned after that, indicating a sequence of events."
97,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The second event describes a specific instance of bowling, and the first event suggests that the person has returned several times and has now hit a strike, implying that the events are related in the context of a single game of bowling."
98,The medal is cooled down and the finished weld can be seen .,A portable power sources has electric tools plugged into it .,NA,Yes,"The event of cooling down the medal implies that the weld has been finished, and the event of using electric tools implies that the power source has been turned on. The order makes sense that the weld is completed before the tools are used, indicating a temporal relationship between the two events."
99,They stack the mango slices on a plate .,They put the fruit into a juicer and pour the juice into a large jug .,NA,No,The events do not necessarily have a temporal relationship. The mango slices could be cut and stacked on a plate before or after they are put into a juicer.
100,He grabs a mop and dips it into the bucket and rings out excess water .,A man grabs a swiffer and cleans a small area of the floor in his living room .,NA,No,"The tasks being performed are different, and there is no necessary temporal relationship between grabbing a mop and dipping it into a bucket and using a swiffer to clean a small area."
101,"After , the woman takes off her clothes and makes sexy movements .",The woman walks in the yard and pretend to shoot .,NA,No,"The two events do not necessarily have a causal or temporal relationship, and it is unclear which event comes first or why one might lead to the other."
102,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The event of showing the names of the boys on the screen likely occurs before they start riding their skateboards, as it's a common convention to display credits or roll before the main content begins."
103,A man is seen speaking to the camera using his hands in the end .,The people push themselves along in the canoe and show more people riding along .,NA,No,"There is no apparent connection between the two events, as one is about a man speaking to the camera and the other is about people pushing themselves along in a canoe, making it unclear how the events are related in time."
104,The man continues to play the instrument up and down moving his hands all around .,A person is seen close up holding a guitar and begins playing the instrument while moving his arms around .,NA,Yes,"The first event describes someone playing the guitar, which is a continuation of the action described in the second event, where someone begins playing the instrument."
105,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The event 'he returns the fourth time' implies that there were previous attempts to hit the pins, and this final strike is the culmination of those attempts, making it likely that Event 2 occurs before Event 1."
106,"For the first one , he has the ball on the end of the tennis racket that is upside down , he jilts the tennis racket up and hits the ball while it is up in the air .",He is alone and starts to illustrate different tricks that you could do when servicing the ball .,NA,Yes,"The second event likely comes after the first event, as the tricks illustrated in the second event assume that the person has already demonstrated the initial ball servicing technique in the first event."
107,A young woman cleans the engine area of a car .,  A woman cleans the window of a big truck .,NA,No,"There is no indication that these events are related to the same car or truck, and there is no logical sequence between cleaning the engine area and cleaning the window of a vehicle."
108,The gate opens and he ropes a small animal and throws it on the ground and ties its back lets .,He stands up and runs to get back on the horse .,NA,Yes,"The event of tying the animal's back legs suggests that the animal has been caught and needs to be secured before the person can mount the horse, indicating that Event 1 precedes Event 2."
109,The camera zooms out and a yellow frame appears .,"  Justin is playing the drums with a caption "" Justin Beiber Drum Solo "" .",NA,Yes,"The camera zooming out and the appearance of the yellow frame likely occur before Justin is playing the drums, as it seems to be a visual introduction or setup for the drum solo."
110,The men start after the card and ride their dirt bikes .,The end titles appear on a black screen .,NA,Yes,"The men riding their dirt bikes suggests that this is a scene from an action film, and the end titles appearing on a black screen typically marks the end of the film, so it is likely that Event 2 occurs after Event 1."
111,The men continue to huddle and play a game of rock paper scissors while cheering afterwards .,A large group of people are seen standing on a field with players carrying others on their backs .,NA,Yes,It is likely that the game of rock paper scissors (Event 1) happened before the people start playing a game where they carry each other on their backs (Event 2).
112,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",A baby boy 's head floats up from water .,NA,Yes,"It appears that the baby is emerging from the water and the mothers are coming up for air to support the baby, so the order of events suggests a causal relationship."
113,A large beer pong table is shown with cups laid out and people playing .,Many clips are shown of people playing beer pong as well as speaking to the camera .,NA,Yes,"The second event is showing footage of the game, which is likely being recorded at the same time as the first event, the game itself."
114,The   man fills he bucket and dumps it out .,We see a man and a boy playing in the sand .,NA,Yes,"It is likely that the man fills the bucket (Event 1) before the boy plays in the sand (Event 2), as the boy's play would likely require the bucket to be filled with sand."
115,Text speaks of an event that is coming up .,They are shown jumping   off cliffs into the water before rafting again .,NA,Yes,"The event being referred to in the first sentence likely precedes the action of jumping off cliffs and rafting again in the second event, as it is describing an upcoming event that they are preparing for or anticipating."
116,  Man sleeps in a bed .,Man talks to someone on the camera .,NA,No,"Sleeping in a bed and talking to someone on a camera can occur at different times of the day or even at different days, there is no necessary causal or chronological relationship between the two events."
117,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"The students are likely to learn the steps and stunts from the instructors before attempting to do them on their own, so the teaching event precedes the impressive stunts event."
118,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"The first event ('students doing impressive stunts') is likely to occur after the second event ('instructors teaching young students'), as students would need to learn the basics before they can perform impressive stunts."
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"Event 2 appears to be a scene-setting description that sets the context for Event 1, which then takes place after the boys have arrived at the road and started riding their skateboards."
