Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
11,A girl sitting in a chair is covered in red goo and melted ice cream and whipped cream .,A lady in a bikini is holding a sundae glass .,NA,Yes,"The girl in event 1 is likely the result of the sundae being consumed, so event 1 is likely to happen after event 2."
12,The guy brings a fish from the ice which is attached to the string .,The guy reaches into the hole in the ice and pulls on a clear string .,NA,Yes,"It is likely that the guy brings the fish from the ice after pulling the string, as the string is attached to the fish."
13,The iron is put down and the focus goes to a close up shot of the purple material that just had wax melted onto it .,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,"The first event describes the application of wax to the purple material, which is likely to be followed by the second event, where the man picks up the container and removes the wax, which is likely to be the 'vauhti violet glider' bar of wax."
14,"The girl in pink dress and the girl in wonder woman costume is fixing the tiles , the girl in dress continue to play , then the girl in wonder woman costume play the hop scotch .",The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,NA,Yes,"The first event describes the girls' actions in a specific order, implying that the girl in pink dress fixes the tiles and then plays, and then the girl in Wonder Woman costume plays hopscotch. This sequence suggests a temporal relationship between the events."
15,man wearing a red outfit is standing in a green large field doing a shot put .,man is standing in a large green grassy field .,NA,Yes,"The second event is a continuation of the first event, as the man is still standing in the same location."
16,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,NA,Yes,"The removal of the mic and the boy's wild head movement is likely a part of the performance, and the next event describes the continuation of the performance with the boy returning to play the drums."
17,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The man proceeds to throw frisbees at which point the dog catches the frisbee .,NA,Yes,"It is likely that the man talks to the camera before throwing the frisbees, as the action of talking does not require the frisbees, but the action of throwing the frisbees does require the presence of the frisbees."
18,A man hits a long shot down a slope .,A man receives a trophy from teammates .,NA,Yes,"It is likely that the man hits a long shot and then receives a trophy as a reward or recognition for his achievement, indicating a temporal relationship."
19,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,Yes,"The fact that 'they stop playing' implies that they were playing something, and the man standing up is a natural consequence of stopping. The second event, the man in a white hat leading them, could be a description of what the man does after stopping, establishing a temporal relationship between the two events."
20,"A player with green t - shirt scores , then the players continue the game .",Two teams play hurling running and throwing a small ball with a stick .,NA,No,"The two events appear to be unrelated, as scoring in a game is a generic concept that can occur in various sports, whereas hurling is a specific sport. The two events do not share a direct causal or temporal relationship."
21,A person is walking through a display of numerous sail boats .,The man sails through the hard waters very quickly .,NA,No,"The two events appear to be unrelated, as the first event describes someone walking through a display of sailboats, while the second event describes someone sailing on the water, which may or may not be related to the display of sailboats."
22,A young woman cleans the engine area of a car .,A young man sprays down a white truck .,NA,No,"There is no apparent connection between the events, and it is unclear which event occurs first or if they are related in any way."
23,"Their father walks by , pushing the baby .","Two children , a boy and girl , are swinging gently on a swing set .",NA,No,"There is no apparent connection between the two events, and it is unclear how the father walking with the baby and the children swinging on a swing set could be related in terms of time."
24,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .","The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",NA,Yes,"The outro screen with the message 'Wear your helmet, and skate safe!' is likely to appear after the series of clips showing people skateboarding and falling, as it is a safety message likely intended to be conveyed after the demonstration of the importance of wearing safety gear."
25,The end titles appear on a black screen .,The lady with the hose is seen again .,NA,Yes,"The end titles typically appear after the story has finished, so it is likely that the lady with the hose is seen again before the end titles appear."
26,man is standing in the sea surfing a wave .,a lot of people are on surfboards on the sea .,NA,Yes,"The second event (a lot of people surfing) is likely to occur after the first event (one man surfing), as it is unlikely that the first person would be surfing alone for a long time before others join."
27,"The third time when he returns , he throws the ball and hits a strike one more time .","He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",NA,Yes,"The first event implies that the person has returned to the bowling lane multiple times, and the second event is likely the first time he steps up to bowl, which precedes the third time he returns and throws the ball again."
28,A slinky is thrown and a girl hops to where the slinky dropped .,Two young women are talking to each other .,NA,Yes,"The slinky being thrown must occur before the girl hops to where it dropped, indicating a causal relationship between the two events."
29,He touches his cheek again .,We then see an animation and the closing titles .,NA,Yes,"The phrase 'We then see' implies a temporal relationship, suggesting that the animation and closing titles come after he touches his cheek."
30,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,Yes,"The event 'They stop playing' implies that there was a previous activity (playing) that has just ended, and the man standing up is a consequence of that event. The event 'A man in a white hat is leading them' is likely to happen before they stop playing, as the man leading them would likely be leading them during the playing activity."
31,Several rafts then appear and many people are white water rafting and flipping over .,A man then appears on the side with a paddle dancing on top of the rocks as he watches the others continue to kayak and fall into the water each change they hit a rock or encounter a wave .,NA,Yes,"The event 2 describes someone watching the white water rafting, which is happening after the rafts appear and people start rafting in event 1."
32,The   man fills he bucket and dumps it out .,The boy sits down and rocks back and forth .,NA,Yes,"The event 'The man fills the bucket and dumps it out' is likely to occur before the event 'The boy sits down and rocks back and forth', as the boy sitting and rocking suggests that the bucket may have been used to fill the water or sand for the rocking motion."
33,He drops the weight down onto a mat .,He bends down and lifts a large weight over his head .,NA,Yes,"The event of dropping the weight down onto a mat likely precedes the event of lifting it over his head, as one would typically drop the weight before lifting it."
34,"Once the first car is finished , the lady leaves and now the boy is left outside by himself getting the rest of the snow off of the vehicle .",The lady is dressed in a long beige jacket and ear muffs and she is scraping the snow off of the other end of the car .,NA,Yes,"The lady is described as scraping the snow off the car in event 2, which suggests that she has not yet left the scene, as stated in event 1. Therefore, event 2 likely occurs before event 1, when the lady leaves."
35,"The third time when he returns , he throws the ball and hits a strike one more time .","When he returns the fourth time , he hits another strike by knocking down all the pins .",NA,Yes,"The events imply a sequence of events, where the third return is followed by the fourth return, and the action of throwing the ball and hitting a strike is repeated."
36,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"The actions in Event 1 (pouring liquid in the shot glass and cocktail glass, and adding more liquid) logically follow the actions in Event 2 (getting the shot glass and cocktail glass), indicating a temporal relationship where Event 2 precedes Event 1."
37,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"The video that includes the scrolling list of names is likely a credits sequence, which typically appears at the end of a video, so it is likely that Event 2 (the scene with the boys) comes before Event 1 (the credits sequence)."
38,He talks and we see a split screen of the accordion .,We see his hand up close as he plays .,NA,Yes,"The event of him playing the accordion (Event 2) likely follows the event of him talking and showing the accordion (Event 1), as he would likely start playing the accordion after talking."
39,"The next black screen has a different set of white words that read "" Who will win ? ? ? "" .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The black screen with the white words is likely to be part of a sequence of screens, and the second event is likely to be the next screen in that sequence, given the continuity of the theme and the format of the screens."
40,She wets the toothbrush in the sink and begins to brush her teeth .,She pushes the button and puts toothpaste on the toothbrush .,NA,Yes,It is logical that she would wet the toothbrush in the sink before putting toothpaste on it.
41,The medal is cooled down and the finished weld can be seen .,A man welds a large steel construction drill .,NA,Yes,"The welding process must be completed before the medal can be cooled down and the finished weld can be seen, indicating that Event 1 follows Event 2."
42,A man kneels in the grass as two men flip and one jump over their back .,  A small boy enters the ring then two girls flip through .,NA,Yes,"The man in Event 1 is likely a wrestler or an acrobat, and the boy in Event 2 is entering the ring where the man is already present, suggesting that Event 1 occurs before Event 2."
43,Two men are on a squash court playing a game   of squash with each other .,"During the game , they also pause several times to reset when they start a new game .",NA,Yes,"Event 1 describes a game of squash, and event 2 is a part of that game, specifically the pause to reset at the start of a new game, which implies a temporal relationship."
44,A girl in a red bathing suit stretches and walks to the edge of the dive platform and prepares to dive in a diving competition .,The diver jumps back off of the dive platform and spins forward for a head first entry .,NA,Yes,"The first event describes the girl preparing to dive, and the second event describes the actual act of diving, which must occur after the preparation."
45,He talks to the camera again .,He begins to play the guitar .,NA,Yes,"The event of him talking to the camera likely precedes him beginning to play the guitar, as it is common for someone to introduce themselves or provide context before starting to play music."
46,The people in the audience cheer and the shot is seen again in slow motion .,"A man is shown running that leads into an intro , followed by a photograph of him .",NA,Yes,"The second event, the intro, likely precedes the first event, the audience cheering, as it is a common format for sports highlights to start with an intro and then show a replay of the exciting moment, which would prompt the audience to cheer."
47,A man tunes his guitar and then starts to strum it .,  The man plays a few chords and continues to fiddle with his guitar .,NA,Yes,"The man tunes his guitar before playing it, so Event 1 must occur before Event 2."
48,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera zooming out would likely occur after the camera has been focused on the man playing the accordion, and the man talking to the camera would likely occur before or during the camera zooming out."
49,He keeps swinging the racket in the room .,A man in an orange shirt is playing wall ball .,NA,Yes,"The man is likely playing squash or racquetball, and the act of swinging the racket implies that he is about to hit the ball, which is consistent with the act of playing wall ball."
50,The race start and they race along an uneven course with spectators watching .,A number of bikers line up at a race starting line .,NA,Yes,"The race start in Event 1 is likely to occur immediately after the bikers line up at the starting line in Event 2, as the race cannot begin without the bikers being ready to start."
51,He aims and throws more darts and walks over one more time looking back at the camera .,He throws several more darts and then walks over the board and grabs the darts .,NA,Yes,"The first event describes the act of throwing darts, and the second event describes the act of walking over to the board to retrieve the darts, so the throwing must occur before the retrieving."
52,A man in a blue shirt stands behind a fence behind him .,A man swings a ball on a chain around his body and throws it behind him .,NA,Yes,"It is likely that the man stands behind the fence before he swings the ball on a chain and throws it behind him, as the fence is a physical barrier that must be present before the man can perform the action described in Event 2."
53,They set the barbells down before showing another man doing the same .,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .",NA,Yes,"The first event describes setting down the barbells, which is likely a setup or preparation for the exercises described in the second event, such as sit-ups and arm lifts."
54,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"It is likely that the intro screen (Event 2) precedes the video clips (Event 1), as the intro screen is typically shown before the main content, which in this case appears to be a skateboarding video."
55,The big truck leaves the car wash .,A black sedan is parked by the detail shop area .,NA,Yes,"It is likely that the big truck leaves the car wash after it has been washed, which is a common service offered at a car wash facility, and the black sedan is parked by the detail shop area after it has been serviced, possibly after being washed."
56,A red car is seen parked .,A young man cleans a Nissan and its license plate area .,NA,Yes,"The young man must have parked the Nissan and then cleaned it, so the event of parking the car precedes the cleaning event."
57,He shows some of the front fork and how to apply the spring .,He then turns his attention back to the bike and its front end .,NA,Yes,The fact that 'he' turns his attention back to the bike suggests that the first event (showing the front fork) happens before the second event (turning his attention back to the bike).
58,First person of a man in a canoe in a body of water near waterfalls .,Video of two other canoes nearer to the falls .,NA,Yes,"The first person in the canoe is likely to be near the waterfalls at a distance, and the video of the two other canoes is likely to be taken as they get closer to the waterfalls, so the first event likely precedes the second."
59,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"The woman's actions in Event 1 (pouring liquid into the shot glass and cocktail glass, and adding more liquid) logically follow her actions in Event 2 (getting the shot glass and cocktail glass), so Event 2 must come before Event 1 in time."
60,She jumps one more time and is seen walking away .,An athletic woman is seen standing ready for a track .,NA,Yes,"The fact that she jumps one more time suggests that she was already in a jumping position, and then walks away, implying that the jumping happened before the walking away."
61,She mixes more ingredients in the bowl and strain the fruits into a bowl in the end .,A woman is seen sitting behind a desk taking her classes down and clip arts of her and objects .,NA,No,The events seem to be unrelated and do not appear to have a causal or temporal connection. Mixing ingredients and taking classes seem to be unrelated activities.
62,She grabs his hand with both hands and stands back up while shaking hands .,The two then have an arm wrestling match with one another and the girl points off into the distance .,NA,Yes,"The arm wrestling match cannot start until they have shaken hands, so the events have a clear temporal order with Event 1 preceding Event 2."
63,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",NA,Yes,"The removal of the mic must occur before the boy can start moving his head wildly, indicating that Event 1 precedes Event 2."
64,The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,An adult man appeared and joined the girls and play hop scotch .,NA,Yes,"The man joining the girls and playing hopscotch likely occurs after the girls are already dressed in their costumes, so the events have a temporal relationship where Event 1 precedes Event 2."
65,"The cookie is picked up and broken in half , the screen goes to an outro screen that has the words "" Home Cooking adventure "" , includes 3 small videos in the middle of the screen and a youtube icon that has a flashing word "" subscribe "" next to it .","The instructions on the screen now say "" Drop 1 - 1 1/2 tablespoon portions 2 - inches apart "" and the woman is shown spooning the cookie dough mixture onto a baking pan .",NA,Yes,"The events are likely part of a cooking tutorial, and the first event (picking up and breaking the cookie in half) is likely the introduction or conclusion of the tutorial, while the second event (spooning the cookie dough mixture onto a baking pan) is a step in the cooking process, making it likely that the second event follows the first."
66,The guy smiles and places the fish on the the ice with both hands .,A guy squats on ice next to a plant .,NA,No,"There is no clear connection between the two events, and it's unclear what the guy is doing on the ice in Event 2, making it difficult to establish a temporal relationship."
67,The two teens bow after their fight .,The credits of video are shown .,NA,No,"The two events are unrelated and do not imply a causal or chronological relationship. The two teens bowing after their fight is likely the conclusion of a physical confrontation, while the credits of a video are typically shown at the end of a film or show."
68,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There 's a small boy snowboarding down the slope .,NA,Yes,"The first event implies that the students are learning how to snowboard, and the second event suggests that the students have already learned and are now snowboarding down the slope, so the first event likely occurs before the second."
69,"A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .","A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .",NA,No,The two events seem to be unrelated and occur in different contexts. There is no apparent connection between the display of a logo and a person washing their hands.
70,There are some adults helping small children get ready with their snowboarding equipment and gear .,An instructor from the snowboarding school is helping some young children get up after falling down .,NA,Yes,"It is likely that the children got ready with their snowboarding equipment and gear before they started snowboarding, and then they fell down and needed help getting up, so event 1 precedes event 2."
71,  The man dismounts and lands on the mat .,  The man does a routine on the horse .,NA,Yes,"It is likely that the man rides the horse and then dismounts, so Event 2 precedes Event 1."
72,A group wearing helmets and safety vests pull a raft into a rapid river .,"They run through the water toward a water fall , celebrating .",NA,Yes,"The group must pull the raft into the rapid river before they can run through the water toward the waterfall, suggesting a causal order."
73,The guy pours the shaken liquid into the glass .,The guy raises an empty glass .,NA,Yes,The guy must raise an empty glass before pouring the liquid into it.
74,A baby boy 's head floats up from water .,"He goes back under , looking around in amazement .",NA,Yes,"The baby's head floating up from the water is likely the first event, and him going back under, looking around in amazement, is the subsequent event, as he likely looks around and then goes back under the water again."
75,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,The events seem unrelated and there is no clear cause-and-effect or chronological relationship between them.
76,The woman continues kicking up her legs and ends by jumping down .,An athletic woman is seen balancing herself on two beams .,NA,Yes,"The event 'kicking up her legs and ends by jumping down' suggests that the woman is likely doing some kind of acrobatic or gymnastic exercise, and the event 'balancing herself on two beams' could be a part of the same exercise or routine, implying that the events are sequential."
77,"The man then picks up an iron and begins to melt some of the wax onto it by rubbing it on the hot iron , then onto the material on the ski and then back and forth to melting the wax and rubbing it onto the long piece of fabric on the ski .","The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,"The man is preparing the wax on the iron in Event 1, which is likely to happen before he uses it to wax his ski. The appearance of the purple bar of wax in Event 2 is likely the result of the man's actions in Event 1."
78,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .",The same male then lifts the bar four times and is successful at each attempt .,NA,Yes,"Event 1 describes the setup for Event 2, where the man is preparing to lift the bar, and Event 2 describes the actual lifting of the bar, which must happen after the setup in Event 1."
79,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"It is likely that the camera zooming out occurs after the camera has zoomed in to show the man playing the accordion, and the man talking to the camera is a part of the footage being shown."
80,We see him playing the accordion again .,We fade in from black as the man talks .,NA,Yes,"The second event implies the beginning of a scene, and the first event suggests the continuation of that scene, making it likely that the first event occurs after the second."
81,The trainer walks the camel in a circle in a wide circle in the parking lot area with the children riding .,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd .,NA,Yes,"The first event likely occurred before the second event, as the children would need to be familiar with the camel and have ridden it before being guided in front of a large crowd."
82,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,A 5th boy suddenly appears and takes the stick to take his turn in filming .,NA,Yes,"The second event mentions 'takes his turn in filming', which implies that the first event (the boys skateboarding and passing the stick) has already occurred, and the second event is a continuation of that activity with a new participant joining in."
83,The girl uses a comb with a pick to part her hair .,The girl adds hair product to her hair and combs it through with her hands .,NA,Yes,"The girl uses a comb with a pick to part her hair after adding hair product and combing it through with her hands, as parting her hair is a step in the hair-styling process."
84,We see a bathroom sink and counter .,The man then washes the container .,NA,Yes,"The man must first see the bathroom sink and counter in order to wash the container, so Event 1 likely precedes Event 2."
85,A camera pans around a large group of people are seen kite surfing along the water while some sit on the sides to watch .,More clips are shown of people riding around along the water with some falling in and others standing back up .,NA,Yes,"The second event appears to be a continuation of the first event, showing more footage of people kite surfing and falling in the water."
86,The two children move backwards as the teens leave .,The credits of video are shown .,NA,Yes,"The credits of a video are typically shown after the main content is finished, which would be after the teens leave and the children move backwards, implying a causal relationship."
87,The young girl stops and begins to try and takes the food off the fork and they both begin laughing .,The little girl then sits down and they both begin to look on the floor for a piece of food that fell off of the fork .,NA,Yes,"The events are likely to be consecutive, with the second event happening immediately after the first. The girl stops trying to take the food off the fork, and then they both look for the piece of food that fell off."
88,The men begin to play the guitars .,Two men are sitting on stools with guitars in their laps with captions .,NA,Yes,"The men must sit down with the guitars in their laps before they can begin playing them, so event 2 likely precedes event 1."
89,"  The canoe and the hand travel down a rocky water way and pass other people , trees and rocks .","A hand is seen paddling in the water along with the front of the canoe the person paddling is in , the body and face are not visible , however .",NA,Yes,"The second event is a more detailed description of the same action described in the first event, specifically the action of paddling the canoe."
90,The camera man adjusts the camera and covers it with his hand .,We see two men playing squash in an indoor court .,NA,Yes,"The camera man adjusts the camera before recording the squash match, which is depicted in Event 2."
91,"A black screen appears and a blue area with black text reads "" 20 Seconds "" and it flashes multiple times .","Various items are shown that include a toilet paper roll , a bottle of handwash and running water from a faucet .",NA,Yes,"The flashing '20 Seconds' timer suggests that the items being shown in Event 2 are being displayed during a time-limited period, likely a commercial break, and the timer is counting down the remaining time before the break is over."
92,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .","They raise them to their chests , then over their heads very quickly , doing several sets .",NA,Yes,"The events appear to describe different stages of the same exercise routine, with Event 1 describing the initial setup and warm-up, and Event 2 describing the actual exercise being performed."
93,The man is again being interviewed with several shots of balls being thrown and more people being interviewed .,Various shots of people are shown as well a bowling balls being thrown down a lane .,NA,Yes,"The shots of bowling balls being thrown down a lane suggest that the event is a bowling game, which is a common activity to be interviewed about or featured in a TV show, making it likely that the events are part of the same program and the second event happens after the first."
94,  The man does a routine on the horse .,  People in the arena applaud the man .,NA,Yes,"The man's routine on the horse is likely to be performed before the people in the arena applaud him, as the applause is a reaction to his performance."
95,Two people are seen kicking around a skateboard and lead into clips of them riding down a road .,The men continue moving around the city through obstacles and moving along the road .,NA,Yes,"The second event appears to be a continuation of the first event, as the men are already riding a skateboard and moving around the city, which is consistent with the action of 'kicking around a skateboard' in the first event."
96,We see the title screen on black .,The lady with the hose is seen again .,NA,Yes,"The title screen is typically displayed before the main content of a movie or game, which in this case appears to be a scene with a lady with a hose, so it is likely that the title screen comes before the lady with the hose is seen again."
97,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The person in the red shirt and black shoes is likely bowling and has returned the fourth time, indicating that they have already rolled the ball three times before hitting the strike in Event 1."
98,The medal is cooled down and the finished weld can be seen .,A portable power sources has electric tools plugged into it .,NA,No,The events seem unrelated and do not imply a causal or temporal relationship between them.
99,They stack the mango slices on a plate .,They put the fruit into a juicer and pour the juice into a large jug .,NA,No,The events are unrelated and do not suggest a causal or chronological relationship between them.
100,He grabs a mop and dips it into the bucket and rings out excess water .,A man grabs a swiffer and cleans a small area of the floor in his living room .,NA,No,"The two events are unrelated and do not have a clear temporal relationship, as the actions described are different and may occur at different times or in different contexts."
101,"After , the woman takes off her clothes and makes sexy movements .",The woman walks in the yard and pretend to shoot .,NA,Yes,"The phrase 'After' in Event 1 implies that the woman takes off her clothes and makes sexy movements after she does something, which is likely the action described in Event 2, 'walks in the yard and pretend to shoot'."
102,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The second event describes the boys riding their skateboards, which suggests that the boys are already together, and the first event describes the boys' names being displayed on the screen, which likely occurs before they start riding their skateboards."
103,A man is seen speaking to the camera using his hands in the end .,The people push themselves along in the canoe and show more people riding along .,NA,No,"There is no apparent connection between the two events, as they describe two unrelated activities and do not seem to be part of the same sequence or context."
104,The man continues to play the instrument up and down moving his hands all around .,A person is seen close up holding a guitar and begins playing the instrument while moving his arms around .,NA,Yes,"The second event is likely a continuation of the action described in the first event, as the person is already holding the guitar and begins playing it."
105,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The event 'he returns the fourth time' implies that the person has already rolled the ball three times, and then hits another strike. Therefore, the event of knocking down all the pins must happen after the fourth time, which is a temporal relationship with event 2."
106,"For the first one , he has the ball on the end of the tennis racket that is upside down , he jilts the tennis racket up and hits the ball while it is up in the air .",He is alone and starts to illustrate different tricks that you could do when servicing the ball .,NA,Yes,"The first event describes the action of hitting the ball, which is a part of the process of serving the ball, which is being illustrated in the second event."
107,A young woman cleans the engine area of a car .,  A woman cleans the window of a big truck .,NA,No,There is no inherent temporal relationship between cleaning an engine area and cleaning a window. They are two separate and unrelated tasks.
108,The gate opens and he ropes a small animal and throws it on the ground and ties its back lets .,He stands up and runs to get back on the horse .,NA,Yes,"The events appear to be part of a larger activity, such as roping and riding a horse. The first event, roping the animal, must come before the second event, getting back on the horse, as one cannot ride the horse before it has been roped and tied."
109,The camera zooms out and a yellow frame appears .,"  Justin is playing the drums with a caption "" Justin Beiber Drum Solo "" .",NA,Yes,"The yellow frame is likely a title card or a caption, which is often used to introduce a video or a segment, so it is likely that the camera zooming out and the yellow frame appearing precedes Justin playing the drums."
110,The men start after the card and ride their dirt bikes .,The end titles appear on a black screen .,NA,Yes,"The men riding dirt bikes likely appeared in a movie or TV show, and the end titles appearing on a black screen would follow the conclusion of the event, which would be the men finishing their ride."
111,The men continue to huddle and play a game of rock paper scissors while cheering afterwards .,A large group of people are seen standing on a field with players carrying others on their backs .,NA,No,There is no clear reason why one event must precede the other. The two events appear to be unrelated and could have occurred at the same time or at different times.
112,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",A baby boy 's head floats up from water .,NA,Yes,"It appears that the baby's head floating up from the water is the reason why the mothers grab their babies to come up for air, and the baby breathes as he looks at the camera."
113,A large beer pong table is shown with cups laid out and people playing .,Many clips are shown of people playing beer pong as well as speaking to the camera .,NA,Yes,"The second event appears to be a continuation or extension of the first event, as it shows the same activity (beer pong) being played by the same people."
114,The   man fills he bucket and dumps it out .,We see a man and a boy playing in the sand .,NA,Yes,"The man filling the bucket and dumping it out likely precedes the boy playing in the sand, as it appears to be the source of the sand used for play."
115,Text speaks of an event that is coming up .,They are shown jumping   off cliffs into the water before rafting again .,NA,Yes,"The second event, 'jumping off cliffs into the water', suggests that it is part of an adventure or activity, and the first event, 'an event that is coming up', likely refers to the upcoming adventure, which would include the cliff jumping activity."
116,  Man sleeps in a bed .,Man talks to someone on the camera .,NA,No,"There is no inherent relationship between sleeping and talking on a camera, and the order of these events is not determined by any logical or causal connection."
117,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"It is likely that the students in Event 2 learn and practice the stunts and moves shown in Event 1, so Event 1 probably happens after Event 2."
118,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"The instructors teaching the students likely happens before the students do impressive stunts and moves, as the students must learn the basics before they can perform advanced stunts."
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"Event 1 describes the boys already riding their skateboards, which implies that the event in Event 2, where they are walking, must have occurred before they started riding."
120,There 's a young man wearing a blue shirt and black hat demonstrating on a bed and talking about fitness .,He is talking about fitness as he lays on his back to demonstrate crunches by doing actions with his arms .,NA,Yes,"The second event is a continuation of the first event, as the young man is still talking about fitness and is now demonstrating crunches, which is a type of exercise, on the bed."
