Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
17,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The man proceeds to throw frisbees at which point the dog catches the frisbee .,NA,Yes,"The man must throw the frisbees after talking to the camera, as it is not possible to catch a frisbee if it is not thrown first."
18,A man hits a long shot down a slope .,A man receives a trophy from teammates .,NA,No,"The events seem unrelated, as hitting a shot and receiving a trophy are likely unrelated actions."
19,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,Yes,"The man in the white hat must have been leading them during the activity, and the man standing up implies that the activity has stopped."
20,"A player with green t - shirt scores , then the players continue the game .",Two teams play hurling running and throwing a small ball with a stick .,NA,No,The two events are unrelated as they describe different sports and activities.
21,A person is walking through a display of numerous sail boats .,The man sails through the hard waters very quickly .,NA,No,"The events seem to be unrelated, as the first event is about a person walking through a display of sailboats, while the second event is about a person sailing through hard waters, which may be a different context."
22,A young woman cleans the engine area of a car .,A young man sprays down a white truck .,NA,No,"The events appear to be unrelated and may be from different contexts, possibly from different locations or situations."
23,"Their father walks by , pushing the baby .","Two children , a boy and girl , are swinging gently on a swing set .",NA,Yes,The baby being pushed by the father implies that the father's action precedes the children's activity on the swing set.
24,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .","The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",NA,Yes,"The outro screen with the safety message likely appears after the series of clips showing people skateboarding and falling, as it is a safety message that summarizes the importance of wearing a helmet and skateboarding safely."
25,The end titles appear on a black screen .,The lady with the hose is seen again .,NA,Yes,It is likely that the end titles appear on a black screen after the lady with the hose is seen.
26,man is standing in the sea surfing a wave .,a lot of people are on surfboards on the sea .,NA,Yes,"It is likely that the people on surfboards in Event 2 are riding waves, including the one the man is surfing in Event 1, so there is a temporal relationship between the two events."
27,"The third time when he returns , he throws the ball and hits a strike one more time .","He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",NA,Yes,"The second event describes the first instance of the person bowling, and the first event describes a subsequent instance, implying a temporal relationship."
28,A slinky is thrown and a girl hops to where the slinky dropped .,Two young women are talking to each other .,NA,No,The events appear to be unrelated and do not have a clear temporal connection.
29,He touches his cheek again .,We then see an animation and the closing titles .,NA,Yes,"The use of 'then' implies a temporal relationship, suggesting that Event 1 occurs before Event 2."
30,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,Yes,"The man standing up implies that the activity they were doing has stopped, which could be led by the man in the white hat, so there is a temporal relationship."
31,Several rafts then appear and many people are white water rafting and flipping over .,A man then appears on the side with a paddle dancing on top of the rocks as he watches the others continue to kayak and fall into the water each change they hit a rock or encounter a wave .,NA,Yes,"The man on the side with a paddle is likely watching the people white water rafting, so the events are likely to be happening simultaneously or in close proximity."
32,The   man fills he bucket and dumps it out .,The boy sits down and rocks back and forth .,NA,No,The two events seem to be unrelated and do not appear to have a causal or temporal connection.
33,He drops the weight down onto a mat .,He bends down and lifts a large weight over his head .,NA,Yes,The event 'He drops the weight down onto a mat' is likely to occur before 'He bends down and lifts a large weight over his head'.
34,"Once the first car is finished , the lady leaves and now the boy is left outside by himself getting the rest of the snow off of the vehicle .",The lady is dressed in a long beige jacket and ear muffs and she is scraping the snow off of the other end of the car .,NA,Yes,"Event 1 implies that the lady has finished her task and is leaving, which is likely to happen before the boy starts scraping the snow off the vehicle in Event 2."
35,"The third time when he returns , he throws the ball and hits a strike one more time .","When he returns the fourth time , he hits another strike by knocking down all the pins .",NA,Yes,"The events describe a bowling game where the player returns to the foul line multiple times and hits strikes, so the second event is likely to happen after the first."
36,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"The woman's actions in Event 1 likely occurred after the actions in Event 2, as she got the glasses before pouring liquids into them."
37,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,No,"The events appear to be from different contexts, with one being a video title screen and the other being a scene from a video or a photo."
38,He talks and we see a split screen of the accordion .,We see his hand up close as he plays .,NA,Yes,"The hand playing the accordion is likely to be the hand of the person talking, so the events are likely to be simultaneous or very close in time."
39,"The next black screen has a different set of white words that read "" Who will win ? ? ? "" .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The second event appears to be a possible answer to the question posed in the first event, suggesting a sequence of events."
40,She wets the toothbrush in the sink and begins to brush her teeth .,She pushes the button and puts toothpaste on the toothbrush .,NA,Yes,"Event 2 must occur before Event 1, as toothpaste is applied before brushing teeth."
41,The medal is cooled down and the finished weld can be seen .,A man welds a large steel construction drill .,NA,Yes,"The weld must be done before it can be cooled down and the finished weld can be seen, indicating a clear temporal relationship."
42,A man kneels in the grass as two men flip and one jump over their back .,  A small boy enters the ring then two girls flip through .,NA,No,The activities described are from different contexts (wrestling and gymnastics) and do not have a clear temporal relationship.
43,Two men are on a squash court playing a game   of squash with each other .,"During the game , they also pause several times to reset when they start a new game .",NA,Yes,"The second event is a continuation of the first event, as it is a part of the same game of squash."
44,A girl in a red bathing suit stretches and walks to the edge of the dive platform and prepares to dive in a diving competition .,The diver jumps back off of the dive platform and spins forward for a head first entry .,NA,Yes,"The girl in the red bathing suit must prepare to dive and then actually dive, so the two events are likely to have a temporal relationship."
45,He talks to the camera again .,He begins to play the guitar .,NA,Yes,"The event 'He talks to the camera again' likely precedes 'He begins to play the guitar', as it is common for an introduction or commentary to precede a performance."
46,The people in the audience cheer and the shot is seen again in slow motion .,"A man is shown running that leads into an intro , followed by a photograph of him .",NA,Yes,"The man running likely precedes the slow-motion shot, which is often used to highlight a dramatic moment in a sports or action sequence."
47,A man tunes his guitar and then starts to strum it .,  The man plays a few chords and continues to fiddle with his guitar .,NA,Yes,"The second event is likely to occur after the first event, as the man would typically tune his guitar before playing it."
48,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The event of the camera zooming out likely occurs after the event of shifting to see the man play and talking to the camera, as the zooming out action is a subsequent action."
49,He keeps swinging the racket in the room .,A man in an orange shirt is playing wall ball .,NA,Yes,"The man in the orange shirt is likely playing wall ball with the racket, so the events are likely to occur simultaneously or in close proximity."
50,The race start and they race along an uneven course with spectators watching .,A number of bikers line up at a race starting line .,NA,Yes,The race start implies that the bikers lining up at the starting line precedes the race itself.
51,He aims and throws more darts and walks over one more time looking back at the camera .,He throws several more darts and then walks over the board and grabs the darts .,NA,Yes,"The events are likely to be sequential, with the first event being the action of throwing darts and the second event being the action of walking over to the board and grabbing the darts."
52,A man in a blue shirt stands behind a fence behind him .,A man swings a ball on a chain around his body and throws it behind him .,NA,Yes,"The man in the blue shirt is likely standing behind the fence while the man is swinging and throwing the ball, as the action of throwing the ball requires him to be standing behind something."
53,They set the barbells down before showing another man doing the same .,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .",NA,Yes,The first event 'They set the barbells down' is likely to happen before the second event 'They lay down on mats' as it is a typical sequence in a weightlifting and exercise routine.
54,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen with a logo and words is likely to appear before the series of clips play, as it is a common convention for videos to start with an introduction before the main content."
55,The big truck leaves the car wash .,A black sedan is parked by the detail shop area .,NA,No,"There is no clear connection between the car wash and the detail shop area, suggesting the events are unrelated."
56,A red car is seen parked .,A young man cleans a Nissan and its license plate area .,NA,Yes,"The young man is likely cleaning the car, including the Nissan's license plate area, which implies that the car was parked and was in need of cleaning, supporting a temporal relationship."
57,He shows some of the front fork and how to apply the spring .,He then turns his attention back to the bike and its front end .,NA,Yes,"The event of showing the front fork and its spring implies that it was previously being worked on, which suggests that it happens before the event of turning attention back to the bike's front end."
58,First person of a man in a canoe in a body of water near waterfalls .,Video of two other canoes nearer to the falls .,NA,Yes,"It is likely that the first person in the canoe is moving towards the waterfalls, and the video of the two other canoes is taken after that, as they are nearer to the falls."
59,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"The woman's actions in Event 1 (pours liquid, adds more liquid, and the liquid turns green) are likely to happen after the actions in Event 2 (touched bottles and got the cocktail and shot glasses)."
60,She jumps one more time and is seen walking away .,An athletic woman is seen standing ready for a track .,NA,Yes,"The event 2 describes the situation before the jump, and event 1 describes the situation after the jump, indicating a clear temporal relationship."
61,She mixes more ingredients in the bowl and strain the fruits into a bowl in the end .,A woman is seen sitting behind a desk taking her classes down and clip arts of her and objects .,NA,No,"The two events seem to be unrelated, as there is no apparent connection between cooking and taking classes or clipping arts."
62,She grabs his hand with both hands and stands back up while shaking hands .,The two then have an arm wrestling match with one another and the girl points off into the distance .,NA,Yes,"The arm wrestling match likely takes place after the handshake, as it is a common gesture to shake hands before engaging in a competition."
63,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",NA,Yes,"The mic being removed likely occurs before the boy begins moving his head wildly, indicating that the events are sequential."
64,The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,An adult man appeared and joined the girls and play hop scotch .,NA,No,"The events seem to be unrelated, as there is no apparent connection between dressing up and playing hopscotch, suggesting they are from different contexts."
65,"The cookie is picked up and broken in half , the screen goes to an outro screen that has the words "" Home Cooking adventure "" , includes 3 small videos in the middle of the screen and a youtube icon that has a flashing word "" subscribe "" next to it .","The instructions on the screen now say "" Drop 1 - 1 1/2 tablespoon portions 2 - inches apart "" and the woman is shown spooning the cookie dough mixture onto a baking pan .",NA,Yes,"The events appear to be part of a cooking video, and the second event likely occurs after the outro screen and the videos have finished playing, as it describes the next step in the recipe."
66,The guy smiles and places the fish on the the ice with both hands .,A guy squats on ice next to a plant .,NA,No,The events are unrelated and do not seem to share a common context or sequence of actions.
67,The two teens bow after their fight .,The credits of video are shown .,NA,No,"The context of a video suggests that the credits are shown after the fight, but the description does not explicitly state this, so it is uncertain which event comes first."
68,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There 's a small boy snowboarding down the slope .,NA,Yes,"It is likely that the boy learned to snowboard from the instructors and is now snowboarding down the slope, so the events have a temporal relationship."
69,"A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .","A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .",NA,No,"The two events appear to be unrelated and describe different scenarios, with no apparent connection in time or context."
70,There are some adults helping small children get ready with their snowboarding equipment and gear .,An instructor from the snowboarding school is helping some young children get up after falling down .,NA,Yes,The event of getting ready with snowboarding equipment is likely to occur before the children fall down and need help getting up.
71,  The man dismounts and lands on the mat .,  The man does a routine on the horse .,NA,Yes,The man must do a routine on the horse before he dismounts and lands on the mat.
72,A group wearing helmets and safety vests pull a raft into a rapid river .,"They run through the water toward a water fall , celebrating .",NA,Yes,It is likely that the group runs through the water after pulling the raft into the rapid river.
73,The guy pours the shaken liquid into the glass .,The guy raises an empty glass .,NA,Yes,The guy must raise an empty glass before pouring the liquid into it.
74,A baby boy 's head floats up from water .,"He goes back under , looking around in amazement .",NA,Yes,"The sequence of events suggests that the baby boy's head floats up from water and then goes back under, implying a temporal relationship between the two events."
75,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"The two events seem to be unrelated and do not appear to have a temporal relationship, as the context and actions described are distinct and do not suggest a causal or sequential relationship."
76,The woman continues kicking up her legs and ends by jumping down .,An athletic woman is seen balancing herself on two beams .,NA,No,"The events seem to be unrelated, as there is no clear temporal connection between kicking up legs and jumping down and balancing on two beams."
77,"The man then picks up an iron and begins to melt some of the wax onto it by rubbing it on the hot iron , then onto the material on the ski and then back and forth to melting the wax and rubbing it onto the long piece of fabric on the ski .","The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,The man's action of picking up the wax in the second event likely occurs after he has obtained the wax by melting it onto the iron in the first event.
78,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .",The same male then lifts the bar four times and is successful at each attempt .,NA,Yes,"Event 1 describes the setup for the lifting, and event 2 describes the lifting itself, which must occur after the setup."
79,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera zooming out is likely to happen after the camera is focused on the man playing the accordion, which is also when he is talking to the camera."
80,We see him playing the accordion again .,We fade in from black as the man talks .,NA,Yes,"The phrase 'We see him playing the accordion again' implies that the man has been playing the accordion previously, and the fade in from black is likely a transition to a new scene or moment in time, so the events are likely to be sequential."
81,The trainer walks the camel in a circle in a wide circle in the parking lot area with the children riding .,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd .,NA,Yes,"The first event seems to be a preparation or warm-up activity before the second event, which appears to be a public demonstration or show."
82,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,A 5th boy suddenly appears and takes the stick to take his turn in filming .,NA,Yes,The 5th boy appears after the boys have been skateboarding and passing the stick to each other.
83,The girl uses a comb with a pick to part her hair .,The girl adds hair product to her hair and combs it through with her hands .,NA,Yes,"The event of using a comb to part her hair is likely to happen after the event of adding hair product, as combing is often used to distribute the product evenly through the hair."
84,We see a bathroom sink and counter .,The man then washes the container .,NA,Yes,"The man must have been in the bathroom to wash the container, so the event of seeing the bathroom sink and counter likely precedes the event of washing the container."
85,A camera pans around a large group of people are seen kite surfing along the water while some sit on the sides to watch .,More clips are shown of people riding around along the water with some falling in and others standing back up .,NA,Yes,"The second event is likely to be a continuation of the first event, showing the same people kite surfing and falling in the water."
86,The two children move backwards as the teens leave .,The credits of video are shown .,NA,Yes,"The credits are typically shown after the video has finished, so the teens leaving is likely to precede the showing of credits."
87,The young girl stops and begins to try and takes the food off the fork and they both begin laughing .,The little girl then sits down and they both begin to look on the floor for a piece of food that fell off of the fork .,NA,Yes,"The events are likely to be consecutive and part of the same action, with the first event being a continuation of the previous action."
88,The men begin to play the guitars .,Two men are sitting on stools with guitars in their laps with captions .,NA,Yes,It is likely that the men began playing the guitars after they picked them up from their laps.
89,"  The canoe and the hand travel down a rocky water way and pass other people , trees and rocks .","A hand is seen paddling in the water along with the front of the canoe the person paddling is in , the body and face are not visible , however .",NA,Yes,"The second event is a closer description of the first event, providing more detail about the activity and the people involved."
90,The camera man adjusts the camera and covers it with his hand .,We see two men playing squash in an indoor court .,NA,No,"There is no obvious connection between the camera man and the squash players, making it likely that the events are unrelated."
91,"A black screen appears and a blue area with black text reads "" 20 Seconds "" and it flashes multiple times .","Various items are shown that include a toilet paper roll , a bottle of handwash and running water from a faucet .",NA,Yes,"The flashing timer suggests that it is counting down to something, and the appearance of the items is likely to be the consequence of the timer reaching zero."
92,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .","They raise them to their chests , then over their heads very quickly , doing several sets .",NA,Yes,"The sequence of events in Event 1 (lay down, sit ups, arm lifts) suggests that the exercises are being performed, and Event 2 (raising the exercise balls to the chest and over the head) is likely a continuation of those exercises."
93,The man is again being interviewed with several shots of balls being thrown and more people being interviewed .,Various shots of people are shown as well a bowling balls being thrown down a lane .,NA,Yes,"The context of the events suggests they are related, and the shots of bowling balls being thrown down a lane is likely a part of the interview about bowling."
94,  The man does a routine on the horse .,  People in the arena applaud the man .,NA,Yes,The man's routine on the horse likely precedes the applause from the audience.
95,Two people are seen kicking around a skateboard and lead into clips of them riding down a road .,The men continue moving around the city through obstacles and moving along the road .,NA,Yes,The first event likely precedes the second event as it appears to be a preparation or warm-up before the main activity of moving around the city.
96,We see the title screen on black .,The lady with the hose is seen again .,NA,Yes,"The title screen likely appears before the lady with the hose is seen again, as it is a common sequence in a video game or movie."
97,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,No,"The first event mentions a specific action (hitting a strike) which implies a context of a bowling game, but the second event only describes a scene without any specific action or context, making it unrelated."
98,The medal is cooled down and the finished weld can be seen .,A portable power sources has electric tools plugged into it .,NA,No,The two events appear to be unrelated and there is no apparent temporal connection between them.
99,They stack the mango slices on a plate .,They put the fruit into a juicer and pour the juice into a large jug .,NA,No,"The events seem to be unrelated, as mango slices are being prepared for eating or decoration, while the fruit is being juiced, suggesting different purposes and contexts."
100,He grabs a mop and dips it into the bucket and rings out excess water .,A man grabs a swiffer and cleans a small area of the floor in his living room .,NA,No,The actions described in the two events are unrelated and seem to be from different contexts.
101,"After , the woman takes off her clothes and makes sexy movements .",The woman walks in the yard and pretend to shoot .,NA,No,"The two events seem to be unrelated and lack any obvious temporal connection, suggesting they may be from different contexts."
102,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The boys' names are displayed on the screen before they start riding their skateboards, so the events are likely to be in sequence."
103,A man is seen speaking to the camera using his hands in the end .,The people push themselves along in the canoe and show more people riding along .,NA,No,The events seem to be unrelated and describe different activities in different contexts.
104,The man continues to play the instrument up and down moving his hands all around .,A person is seen close up holding a guitar and begins playing the instrument while moving his arms around .,NA,Yes,"The two events describe the same action, playing the guitar, and the second event likely happens immediately after the first event."
105,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The event 'he returns the fourth time' suggests that this is a repeated action, implying that the person bowling has already bowled three times before this point, and is now on their fourth frame."
106,"For the first one , he has the ball on the end of the tennis racket that is upside down , he jilts the tennis racket up and hits the ball while it is up in the air .",He is alone and starts to illustrate different tricks that you could do when servicing the ball .,NA,Yes,"The first event appears to be describing the action of hitting the ball while serving, which is a part of the process described in the second event."
107,A young woman cleans the engine area of a car .,  A woman cleans the window of a big truck .,NA,No,"The tasks are unrelated and the context is different, indicating that the events are unrelated and do not have a temporal relationship."
108,The gate opens and he ropes a small animal and throws it on the ground and ties its back lets .,He stands up and runs to get back on the horse .,NA,Yes,"It is likely that the events are related, as the first event describes the action of dismounting from a horse and the second event describes the action of getting back on the horse, implying a sequence of events."
109,The camera zooms out and a yellow frame appears .,"  Justin is playing the drums with a caption "" Justin Beiber Drum Solo "" .",NA,Yes,"The yellow frame and the Justin Beiber Drum Solo are likely to be part of the same video or media production, and the yellow frame may be used to introduce or separate the drum solo."
110,The men start after the card and ride their dirt bikes .,The end titles appear on a black screen .,NA,No,"The events appear to be from different contexts (a movie and an off-road activity), making it unlikely they have a temporal relationship."
111,The men continue to huddle and play a game of rock paper scissors while cheering afterwards .,A large group of people are seen standing on a field with players carrying others on their backs .,NA,No,"The two events appear to be unrelated and describe different activities, making it unlikely that one event precedes the other."
112,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",A baby boy 's head floats up from water .,NA,Yes,"The baby's head floating up from the water suggests that the baby was underwater, and the mothers grabbing their babies to come up for air implies that this event may have occurred simultaneously or shortly before the baby's head emerges from the water."
113,A large beer pong table is shown with cups laid out and people playing .,Many clips are shown of people playing beer pong as well as speaking to the camera .,NA,Yes,"The second event is likely a continuation of the first event, as it shows more footage of people playing beer pong, which is likely to be a continuous activity."
114,The   man fills he bucket and dumps it out .,We see a man and a boy playing in the sand .,NA,Yes,The man filling the bucket and dumping it out is likely the source of the sand used by the man and boy playing in the sand.
115,Text speaks of an event that is coming up .,They are shown jumping   off cliffs into the water before rafting again .,NA,Yes,"The event described in Event 2 likely occurs after the event described in Event 1, as 'coming up' implies something that is yet to happen, and the event in Event 2 appears to be an action that takes place after some preparation or setup."
116,  Man sleeps in a bed .,Man talks to someone on the camera .,NA,No,"The two events seem to be unrelated and could have occurred at any point in time, with no apparent temporal connection."
117,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,The students must first learn the steps before they can perform impressive stunts and moves.
118,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,The students must learn the basics and steps before they can do impressive stunts and moves.
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"Event 2 describes the boys before they start riding their skateboards, as they are walking through an area before they begin riding."
120,There 's a young man wearing a blue shirt and black hat demonstrating on a bed and talking about fitness .,He is talking about fitness as he lays on his back to demonstrate crunches by doing actions with his arms .,NA,Yes,The events are part of the same demonstration and the second event likely follows the first as it is a continuation of the same activity.
121,The individual squeezes the lemons ' juice into a mug using a tool .,The individual mixes some water into the mug .,NA,Yes,It is likely that the individual squeezes the lemon juice into the mug before mixing water into it.
122,A woman sits on front a red shoe .,"Next , the woman puts the shoe on the table and continues talking .",NA,Yes,"The woman sits on the shoe before putting it on the table, so there is a clear temporal relationship."
123,"There are two men connected to the large rock wall , one is higher up on the rock and the other one is on the ground and when the man that is higher repels very quickly , the man on the ground quickly gets lifted from the ground but not all the way up the rock wall .","A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",NA,Yes,"The events are likely to be from the same context and have a temporal relation, as the second event appears to be a continuation of the first event, with the man on the ground getting lifted up the rock wall and eventually reaching the top, where he repels and falls."
124,"A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .","She placed the bread on the plate , cut it and half , she is sitting on the green chair and started eating her sandwich .",NA,Yes,"The second event describes the lady's actions after she prepared the bread on the plate, which is mentioned in the first event."
125,We see the man talking and hug his dog .,We see a landscape in the desert .,NA,No,"The two events are unrelated and appear to be from different contexts, one being a scene with a person and a dog, and the other being a scene with a landscape in a desert."
126,A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water .,  The man continues to talk to the camera intersperses with images of the people having fun at the water event .,NA,Yes,"The people getting off the bus likely arrive at the water event and start having fun, which is shown in the subsequent images."
127,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .","A man is standing outdoors wearing an orange tanktop and green shorts , holding an axe and then he swings it over his head and chops a piece of wood .",NA,Yes,"The second event appears to be a continuation of the first event, as the man in the second event is also chopping wood with an axe, and the first event ends with the man walking out of view, leaving the possibility that the second event could have occurred immediately after."
128,There 's a small boy snowboarding down the slope .,The young snowboarder continues to go down the mountain slope steadily .,NA,Yes,"The second event is a continuation of the action described in the first event, implying a temporal relationship."
129,She slowly places the lens into her eyes .,A young woman is pulling back both of her eyelids open with her finger .,NA,Yes,The woman is likely putting in her contact lens before opening her eyelids.
130,A guy squats on ice next to a plant .,The guy brings a fish from the ice which is attached to the string .,NA,Yes,"The guy must squat on the ice before bringing the fish, as the act of bringing the fish implies that the guy is already on the ice."
131,A close up shot of one of the women begins as she 's talking and the banner indicates she 's a shuffleboard player by the name of FRIEDA GALLAWAY .,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc .,NA,Yes,"The second event likely occurs immediately after the first event, as the introduction of Frieda Gallaway sets the context for the shuffleboard game that follows."
132,"The winner smiles , flexes his two arms , stands up , shows his arm muscles and he sits down on another table .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The arm wrestling match likely precedes the winner smiling and flexing his arms, as the match is the context for these actions."
133,He resumes mopping the living room .,The mop is wet and he uses it to clean the living room .,NA,Yes,The event 'The mop is wet' likely occurs before the event 'He resumes mopping the living room'.
134,A man is water skiing very fast .,An old black and white video is shown before cutting to several clips of boats being controlled and driven through the water .,NA,Yes,"The video shown before cutting to several clips of boats being controlled and driven through the water could potentially include footage of water skiing, which is what the man in Event 1 is doing."
