Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
21,A person is walking through a display of numerous sail boats .,The man sails through the hard waters very quickly .,NA,No,There is no clear temporal relationship between walking through a display of sailboats and sailing through hard waters. The events could occur independently of each other.
22,A young woman cleans the engine area of a car .,A young man sprays down a white truck .,NA,No,"The two events involve different individuals and different vehicles, and there is no clear indication that one event must precede the other."
23,"Their father walks by , pushing the baby .","Two children , a boy and girl , are swinging gently on a swing set .",NA,No,The two events described do not have a clear temporal relationship. The father's action of pushing the baby and the children swinging on the swing set can occur independently of each other and do not necessarily follow one another in a specific order.
24,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .","The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",NA,Yes,"The outro screen with the safety message typically appears at the end of a video. Therefore, the series of clips would play first, followed by the outro screen."
25,The end titles appear on a black screen .,The lady with the hose is seen again .,NA,No,"The end titles typically appear at the conclusion of a scene or a movie, suggesting that the appearance of the lady with the hose would occur before the end titles. However, without more context, it's not certain if these events are from the same sequence or if the lady with the hose scene could be a flashback or part of a post-credits scene."
26,man is standing in the sea surfing a wave .,a lot of people are on surfboards on the sea .,NA,No,The events describe different scenarios involving surfing but do not imply a specific sequence or dependency between them.
27,"The third time when he returns , he throws the ball and hits a strike one more time .","He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",NA,Yes,"The first event describes the third time he returns and hits a strike, while the second event describes the first time he steps in and hits a strike. Therefore, the first event must occur after the second event."
28,A slinky is thrown and a girl hops to where the slinky dropped .,Two young women are talking to each other .,NA,No,The events described do not have a clear temporal relationship as they are independent activities that do not depend on each other.
29,He touches his cheek again .,We then see an animation and the closing titles .,NA,Yes,The phrase 'We then see' indicates that the animation and closing titles follow the event of him touching his cheek.
30,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,No,The summaries do not provide a clear sequence of events or a dependency that indicates one event must occur before the other.
31,Several rafts then appear and many people are white water rafting and flipping over .,A man then appears on the side with a paddle dancing on top of the rocks as he watches the others continue to kayak and fall into the water each change they hit a rock or encounter a wave .,NA,Yes,"The appearance of the rafts and people white water rafting likely precedes the man dancing on the rocks and watching others continue to kayak, suggesting a sequence where the rafting begins first and is followed by the man's actions."
32,The   man fills he bucket and dumps it out .,The boy sits down and rocks back and forth .,NA,No,The two events are independent actions involving different individuals and do not have a clear temporal relationship with each other.
33,He drops the weight down onto a mat .,He bends down and lifts a large weight over his head .,NA,Yes,The sequence of actions indicates that he must first lift the weight over his head before he can drop it down onto a mat.
34,"Once the first car is finished , the lady leaves and now the boy is left outside by himself getting the rest of the snow off of the vehicle .",The lady is dressed in a long beige jacket and ear muffs and she is scraping the snow off of the other end of the car .,NA,Yes,"Event 1 describes the lady leaving after finishing with the first car, leaving the boy to clear the rest. Event 2 describes the lady scraping snow off the car, which would logically occur before she finishes and leaves in Event 1."
35,"The third time when he returns , he throws the ball and hits a strike one more time .","When he returns the fourth time , he hits another strike by knocking down all the pins .",NA,Yes,"The events are sequentially related as the third return precedes the fourth return, indicating a clear temporal order."
36,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,The woman must touch the bottles and get the glasses before she can pour liquid into them.
37,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"The black screen with white letters scrolling from the bottom to the top, listing the names of the boys, suggests the end credits of a video. This typically occurs after the main content, which in this case involves the boys walking through an area filled with leaves and trees."
38,He talks and we see a split screen of the accordion .,We see his hand up close as he plays .,NA,Yes,The sequence suggests that the man talks about the accordion first (Event 1) and then we see a close-up of his hand as he plays it (Event 2).
39,"The next black screen has a different set of white words that read "" Who will win ? ? ? "" .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The sequence of the black screens suggests that the first screen introduces the event ('ARM WRESTLING MATCH'), and the next screen poses the question ('Who will win???'). Therefore, Event 2 likely precedes Event 1."
40,She wets the toothbrush in the sink and begins to brush her teeth .,She pushes the button and puts toothpaste on the toothbrush .,NA,Yes,The toothbrush must be prepared with toothpaste before she can begin brushing her teeth.
41,The medal is cooled down and the finished weld can be seen .,A man welds a large steel construction drill .,NA,Yes,The welding process must occur before the weld can be cooled down and the finished weld can be observed.
42,A man kneels in the grass as two men flip and one jump over their back .,  A small boy enters the ring then two girls flip through .,NA,No,The events described do not indicate a clear sequence or dependency between them. They appear to be separate actions that could occur independently of one another.
43,Two men are on a squash court playing a game   of squash with each other .,"During the game , they also pause several times to reset when they start a new game .",NA,Yes,"The pauses to reset and start a new game occur during the game of squash, indicating that the game must be in progress for these pauses to happen. Therefore, the events are temporally related."
44,A girl in a red bathing suit stretches and walks to the edge of the dive platform and prepares to dive in a diving competition .,The diver jumps back off of the dive platform and spins forward for a head first entry .,NA,Yes,The girl preparing to dive must occur before she actually jumps and performs the dive.
45,He talks to the camera again .,He begins to play the guitar .,NA,No,There is no clear indication that one event must precede the other. He could talk to the camera before or after playing the guitar.
46,The people in the audience cheer and the shot is seen again in slow motion .,"A man is shown running that leads into an intro , followed by a photograph of him .",NA,No,The two events describe different scenarios that do not indicate a clear sequence. The cheering audience and slow-motion shot do not necessarily relate to a man running into an intro followed by a photograph.
47,A man tunes his guitar and then starts to strum it .,  The man plays a few chords and continues to fiddle with his guitar .,NA,Yes,The man needs to tune his guitar before he can start playing chords and continue fiddling with it.
48,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,The camera zooming out on the man playing the accordion likely follows the initial shift to see him play and his subsequent talk to the camera.
49,He keeps swinging the racket in the room .,A man in an orange shirt is playing wall ball .,NA,No,There is no clear indication that one event must precede the other. The events describe similar activities but do not establish a sequence.
50,The race start and they race along an uneven course with spectators watching .,A number of bikers line up at a race starting line .,NA,Yes,The bikers must line up at the starting line before the race can start.
51,He aims and throws more darts and walks over one more time looking back at the camera .,He throws several more darts and then walks over the board and grabs the darts .,NA,Yes,"Both events describe a sequence of throwing darts and then walking over to the board. Event 2 specifically mentions grabbing the darts after walking to the board, which likely follows Event 1 where he walks over one more time looking back at the camera."
52,A man in a blue shirt stands behind a fence behind him .,A man swings a ball on a chain around his body and throws it behind him .,NA,No,The two events describe different actions that do not necessarily follow one another. There is no clear indication that one event must occur before the other.
53,They set the barbells down before showing another man doing the same .,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .",NA,No,The events describe different types of exercises and there is no clear indication that one must occur before the other.
54,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"Typically, an intro screen with a logo and words appears before the main content, such as a series of clips. Therefore, the black intro screen is likely to precede the clips of people riding skateboards."
55,The big truck leaves the car wash .,A black sedan is parked by the detail shop area .,NA,No,"There is no clear indication that one event must occur before the other. The events involve different vehicles and locations, and their relationship is not dependent on each other."
56,A red car is seen parked .,A young man cleans a Nissan and its license plate area .,NA,No,There is no clear indication that the red car being parked is related to the young man cleaning a Nissan. These events could occur independently of each other.
57,He shows some of the front fork and how to apply the spring .,He then turns his attention back to the bike and its front end .,NA,Yes,The word 'then' in Event 2 indicates that it follows Event 1.
58,First person of a man in a canoe in a body of water near waterfalls .,Video of two other canoes nearer to the falls .,NA,No,"The events describe different perspectives of a scene involving canoes near waterfalls, but there is no clear indication that one event must occur before the other."
59,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,The woman must first get the cocktail glass and shot glass before she can pour liquid into them.
60,She jumps one more time and is seen walking away .,An athletic woman is seen standing ready for a track .,NA,Yes,"The woman must have stood ready for the track before jumping and then walking away, indicating a sequence of preparation, action, and conclusion."
61,She mixes more ingredients in the bowl and strain the fruits into a bowl in the end .,A woman is seen sitting behind a desk taking her classes down and clip arts of her and objects .,NA,No,The two events are unrelated activities. Mixing ingredients and straining fruits in a bowl does not have a necessary temporal relationship with sitting behind a desk and taking classes.
62,She grabs his hand with both hands and stands back up while shaking hands .,The two then have an arm wrestling match with one another and the girl points off into the distance .,NA,Yes,"The handshake and standing up likely precede the arm wrestling match, as shaking hands can be seen as a prelude to the match."
63,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",NA,Yes,The boy sitting behind the trap set and smiling in anticipation likely precedes the moment when the mic is removed and he begins his performance.
64,The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,An adult man appeared and joined the girls and play hop scotch .,NA,No,The two events are descriptions of different states or actions involving the girls and do not indicate a clear sequence or dependence on each other.
65,"The cookie is picked up and broken in half , the screen goes to an outro screen that has the words "" Home Cooking adventure "" , includes 3 small videos in the middle of the screen and a youtube icon that has a flashing word "" subscribe "" next to it .","The instructions on the screen now say "" Drop 1 - 1 1/2 tablespoon portions 2 - inches apart "" and the woman is shown spooning the cookie dough mixture onto a baking pan .",NA,Yes,"Event 2, which involves preparing the cookie dough, would logically occur before Event 1, which appears to be the conclusion of a cooking video, indicating that the cookies have already been baked and are being shown in their final form."
66,The guy smiles and places the fish on the the ice with both hands .,A guy squats on ice next to a plant .,NA,No,There is no clear indication that one event must happen before the other. The actions described in each event are independent and do not imply a specific sequence.
67,The two teens bow after their fight .,The credits of video are shown .,NA,Yes,"The credits of a video typically appear after the main content, such as a fight and the subsequent bowing, has concluded."
68,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There 's a small boy snowboarding down the slope .,NA,Yes,"The instructors teaching the young students to begin snowboarding likely precedes a small boy snowboarding down the slope, as the instruction would typically come before the actual practice."
69,"A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .","A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .",NA,No,"The two events described do not have a clear temporal relationship. The first event involves a black screen with text and a logo, while the second event involves a man washing his hands. There is no indication that one event must occur before or after the other."
70,There are some adults helping small children get ready with their snowboarding equipment and gear .,An instructor from the snowboarding school is helping some young children get up after falling down .,NA,Yes,"Children need to be helped with their snowboarding equipment and gear before they can start snowboarding and potentially fall down, requiring assistance from the instructor."
71,  The man dismounts and lands on the mat .,  The man does a routine on the horse .,NA,Yes,The man must complete his routine on the horse before he can dismount and land on the mat.
72,A group wearing helmets and safety vests pull a raft into a rapid river .,"They run through the water toward a water fall , celebrating .",NA,Yes,"Pulling the raft into the rapid river is likely to occur before running through the water toward a waterfall and celebrating, as the latter seems to be a continuation of their rafting adventure."
73,The guy pours the shaken liquid into the glass .,The guy raises an empty glass .,NA,Yes,The guy must raise the empty glass before he can pour the shaken liquid into it.
74,A baby boy 's head floats up from water .,"He goes back under , looking around in amazement .",NA,Yes,The baby boy's head floating up from the water likely precedes him going back under and looking around in amazement.
75,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"The events described do not have a clear temporal relationship. The blue opening screen and the man putting on gloves and dancing in the yard are unrelated actions, and there is no indication that one must occur before the other."
76,The woman continues kicking up her legs and ends by jumping down .,An athletic woman is seen balancing herself on two beams .,NA,No,There is no clear indication that one event must occur before the other. They could be separate activities performed by the woman at different times.
77,"The man then picks up an iron and begins to melt some of the wax onto it by rubbing it on the hot iron , then onto the material on the ski and then back and forth to melting the wax and rubbing it onto the long piece of fabric on the ski .","The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,The man needs to pick up the wax (Event 2) before he can melt it and apply it to the ski (Event 1).
78,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .",The same male then lifts the bar four times and is successful at each attempt .,NA,Yes,"The second event describes the same man successfully lifting the bar, which logically follows the first event where he is preparing to lift the bar."
79,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"Event 1 describes the man starting to play and talking to the camera, while Event 2 describes the camera zooming out on him playing. The zooming out is likely to happen after he starts playing and talking to the camera."
80,We see him playing the accordion again .,We fade in from black as the man talks .,NA,Yes,"The phrase 'fade in from black' suggests the beginning of a scene where the man starts talking, which likely precedes the scene where he is playing the accordion again."
81,The trainer walks the camel in a circle in a wide circle in the parking lot area with the children riding .,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd .,NA,Yes,It is likely that the trainer walks the camel in a circle in the parking lot area to prepare or warm up before guiding the children on the camel in front of the stage with presenters and a crowd. The first event seems to be a preparatory activity leading up to the main event in front of the stage.
82,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,A 5th boy suddenly appears and takes the stick to take his turn in filming .,NA,Yes,"The boys are already passing the stick to each other to take turns filming, and then a 5th boy appears and takes his turn. The appearance of the 5th boy and his action of taking the stick to film follows the ongoing activity of the boys skateboarding and passing the stick."
83,The girl uses a comb with a pick to part her hair .,The girl adds hair product to her hair and combs it through with her hands .,NA,Yes,Parting the hair is typically done before adding hair product to ensure the product is evenly distributed.
84,We see a bathroom sink and counter .,The man then washes the container .,NA,Yes,"The man washing the container likely occurs after seeing the bathroom sink and counter, as it sets the scene for where the action takes place."
85,A camera pans around a large group of people are seen kite surfing along the water while some sit on the sides to watch .,More clips are shown of people riding around along the water with some falling in and others standing back up .,NA,Yes,"The second event likely follows the first as it provides additional clips of the same activity, suggesting a continuation of the scene."
86,The two children move backwards as the teens leave .,The credits of video are shown .,NA,No,The two events described do not have a clear temporal relationship. The movement of the children and the showing of video credits are unrelated events and do not necessarily occur one after the other.
87,The young girl stops and begins to try and takes the food off the fork and they both begin laughing .,The little girl then sits down and they both begin to look on the floor for a piece of food that fell off of the fork .,NA,Yes,"The young girl first tries to take the food off the fork, which likely leads to the food falling off the fork. Subsequently, they both look on the floor for the piece of food that fell."
88,The men begin to play the guitars .,Two men are sitting on stools with guitars in their laps with captions .,NA,Yes,The men must be sitting with guitars in their laps before they can begin to play them.
89,"  The canoe and the hand travel down a rocky water way and pass other people , trees and rocks .","A hand is seen paddling in the water along with the front of the canoe the person paddling is in , the body and face are not visible , however .",NA,Yes,"Event 2 describes a specific moment during the journey described in Event 1. Therefore, Event 2 occurs within the timeframe of Event 1, indicating a temporal relationship."
90,The camera man adjusts the camera and covers it with his hand .,We see two men playing squash in an indoor court .,NA,Yes,The camera man adjusts the camera and covers it with his hand likely happens before we see the footage of two men playing squash in an indoor court. Adjusting the camera is a preparatory action that precedes filming.
91,"A black screen appears and a blue area with black text reads "" 20 Seconds "" and it flashes multiple times .","Various items are shown that include a toilet paper roll , a bottle of handwash and running water from a faucet .",NA,Yes,"The black screen with the '20 Seconds' message likely serves as an introduction or reminder for a handwashing tutorial, which is followed by the demonstration of various items related to handwashing."
92,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .","They raise them to their chests , then over their heads very quickly , doing several sets .",NA,Yes,"The first event involves a sequence of exercises that includes arm lifts. The second event describes a specific type of arm lift exercise, which likely follows the general exercise routine described in the first event."
93,The man is again being interviewed with several shots of balls being thrown and more people being interviewed .,Various shots of people are shown as well a bowling balls being thrown down a lane .,NA,No,The events described do not have a clear temporal relationship as they could occur independently of each other and there is no indication that one must precede the other.
94,  The man does a routine on the horse .,  People in the arena applaud the man .,NA,Yes,"The applause from the people in the arena is a reaction to the man's routine on the horse, indicating that the routine must occur before the applause."
95,Two people are seen kicking around a skateboard and lead into clips of them riding down a road .,The men continue moving around the city through obstacles and moving along the road .,NA,Yes,"Event 1 describes the beginning of their activity with the skateboard and riding down the road, while Event 2 describes the continuation of their movement through the city. Therefore, Event 1 likely precedes Event 2."
96,We see the title screen on black .,The lady with the hose is seen again .,NA,No,"There is no clear indication that one event must occur before the other. The title screen could appear at any point, and the lady with the hose could be seen before or after the title screen."
97,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,No,"The events describe actions that occur in a bowling alley, but there is no clear indication that one event must precede the other. They could occur independently of each other."
98,The medal is cooled down and the finished weld can be seen .,A portable power sources has electric tools plugged into it .,NA,No,The two events describe different activities that do not have a clear temporal relationship. The cooling down of a medal and the visibility of a finished weld are unrelated to the use of electric tools plugged into a portable power source.
99,They stack the mango slices on a plate .,They put the fruit into a juicer and pour the juice into a large jug .,NA,No,"The two events describe different actions involving fruit, but there is no clear indication that one must occur before the other. Stacking mango slices on a plate and putting fruit into a juicer are separate processes that do not have a necessary temporal relationship."
100,He grabs a mop and dips it into the bucket and rings out excess water .,A man grabs a swiffer and cleans a small area of the floor in his living room .,NA,No,"The two events involve different cleaning tools and locations, and there is no clear indication that one event must precede the other."
101,"After , the woman takes off her clothes and makes sexy movements .",The woman walks in the yard and pretend to shoot .,NA,No,"The two events described do not have a clear temporal relationship. Neither event necessarily precedes the other, and they could occur independently at different times."
102,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,No,"The events described do not have a clear temporal relationship. The black screen with white letters scrolling could be an introduction or credits, but it is not definitively stated that it precedes or follows the skateboarding activity."
103,A man is seen speaking to the camera using his hands in the end .,The people push themselves along in the canoe and show more people riding along .,NA,No,The two events described do not have a clear temporal relationship. The man speaking to the camera and the people in the canoe are separate activities that do not necessarily follow one another in a specific order.
104,The man continues to play the instrument up and down moving his hands all around .,A person is seen close up holding a guitar and begins playing the instrument while moving his arms around .,NA,Yes,"Event 2 describes the beginning of playing the instrument, while Event 1 describes the continuation of playing. Therefore, Event 2 likely precedes Event 1."
105,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,No,"The events describe actions that occur during a bowling session, but it is not clear if the person in the second event is the same person described in the first event or if the actions in the second event occur before or after the fourth strike."
106,"For the first one , he has the ball on the end of the tennis racket that is upside down , he jilts the tennis racket up and hits the ball while it is up in the air .",He is alone and starts to illustrate different tricks that you could do when servicing the ball .,NA,Yes,"Event 2 describes the man starting to illustrate different tricks, which likely includes the specific trick described in Event 1. Therefore, Event 2 likely precedes Event 1, as the specific trick would be part of the demonstration."
107,A young woman cleans the engine area of a car .,  A woman cleans the window of a big truck .,NA,No,The two events involve different cleaning tasks on different vehicles and do not have a clear temporal relationship.
108,The gate opens and he ropes a small animal and throws it on the ground and ties its back lets .,He stands up and runs to get back on the horse .,NA,Yes,"The sequence of actions suggests that after roping and tying the animal, he stands up and runs to get back on the horse. Therefore, Event 1 likely precedes Event 2."
109,The camera zooms out and a yellow frame appears .,"  Justin is playing the drums with a caption "" Justin Beiber Drum Solo "" .",NA,No,There is no clear indication that one event must occur before the other. The camera zooming out and a yellow frame appearing does not necessarily have to happen before or after Justin's drum solo.
110,The men start after the card and ride their dirt bikes .,The end titles appear on a black screen .,NA,Yes,"The end titles appearing on a black screen likely indicate the conclusion of an event or activity, suggesting that the dirt bike riding happened before the end titles appeared."
111,The men continue to huddle and play a game of rock paper scissors while cheering afterwards .,A large group of people are seen standing on a field with players carrying others on their backs .,NA,No,There is no clear indication that one event must occur before the other. The events described could happen independently of each other and do not have a necessary sequence.
112,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",A baby boy 's head floats up from water .,NA,Yes,"The baby boy's head floating up from the water likely happens before or as the mothers grab their babies to come up for air, indicating a sequential relationship between the two events."
113,A large beer pong table is shown with cups laid out and people playing .,Many clips are shown of people playing beer pong as well as speaking to the camera .,NA,No,"Both events describe people playing beer pong, but there is no clear indication that one event must occur before the other. They could be happening simultaneously or independently."
114,The   man fills he bucket and dumps it out .,We see a man and a boy playing in the sand .,NA,No,There is no clear indication that one event must precede the other. The events could occur independently or simultaneously.
115,Text speaks of an event that is coming up .,They are shown jumping   off cliffs into the water before rafting again .,NA,No,"Event 1 speaks of a future event, while Event 2 describes an activity that has already taken place. There is no clear temporal relationship between the two events."
116,  Man sleeps in a bed .,Man talks to someone on the camera .,NA,No,There is no clear indication that one event must occur before the other. The man could talk to someone on camera either before or after sleeping in a bed.
117,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,The students would likely need to be taught and helped by the instructors before they are able to perform impressive stunts and moves while snowboarding.
118,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,The students must be taught and learn the basics of snowboarding before they can perform impressive stunts and moves.
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,The boys walking with skateboards and backpacks likely occurs before they begin riding their skateboards on the road. The sequence suggests they were walking to a location where they started skateboarding.
120,There 's a young man wearing a blue shirt and black hat demonstrating on a bed and talking about fitness .,He is talking about fitness as he lays on his back to demonstrate crunches by doing actions with his arms .,NA,Yes,"The young man first demonstrates and talks about fitness on a bed, and then he lays on his back to demonstrate crunches. The second event is a continuation or specific detail of the first event."
121,The individual squeezes the lemons ' juice into a mug using a tool .,The individual mixes some water into the mug .,NA,Yes,The lemon juice must be squeezed into the mug before water can be mixed into it.
122,A woman sits on front a red shoe .,"Next , the woman puts the shoe on the table and continues talking .",NA,Yes,The word 'Next' in Event 2 indicates that it follows Event 1. The sequence of actions shows a clear temporal relationship where the woman first sits on the shoe and then puts it on the table.
123,"There are two men connected to the large rock wall , one is higher up on the rock and the other one is on the ground and when the man that is higher repels very quickly , the man on the ground quickly gets lifted from the ground but not all the way up the rock wall .","A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",NA,Yes,"Event 1 describes the setup and initial action of one man repelling down the rock wall, which causes the other man to be lifted. Event 2 seems to describe the continuation of this repelling action, suggesting that Event 2 follows Event 1."
124,"A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .","She placed the bread on the plate , cut it and half , she is sitting on the green chair and started eating her sandwich .",NA,Yes,"The first event describes the lady standing by the kitchen counter with various items, including bread and a knife, which suggests she is preparing to make a sandwich. The second event describes her placing the bread on the plate, cutting it, and then eating her sandwich. Therefore, the preparation of the sandwich in the first event logically precedes the eating of the sandwich in the second event."
125,We see the man talking and hug his dog .,We see a landscape in the desert .,NA,No,The two events are unrelated and do not imply any specific sequence or dependency on each other.
126,A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water .,  The man continues to talk to the camera intersperses with images of the people having fun at the water event .,NA,Yes,The group of people getting off the bus and entering the area leading to the body of water likely precedes the event where they are shown having fun at the water event.
