Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
50,The race start and they race along an uneven course with spectators watching .,A number of bikers line up at a race starting line .,NA,Yes,"The event 'A number of bikers line up at a race starting line' likely precedes the event 'The race start and they race along an uneven course with spectators watching', as the bikers lining up is a necessary step before the race begins."
51,He aims and throws more darts and walks over one more time looking back at the camera .,He throws several more darts and then walks over the board and grabs the darts .,NA,Yes,"The second event describes the consequence of the actions described in the first event, as he throws more darts and then walks over to grab them."
52,A man in a blue shirt stands behind a fence behind him .,A man swings a ball on a chain around his body and throws it behind him .,NA,Yes,The man in a blue shirt is likely standing behind the fence to avoid being hit by the ball being swung around his body and thrown behind him.
53,They set the barbells down before showing another man doing the same .,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .",NA,Yes,The first event 'They set the barbells down' likely occurs before the second event 'They lay down on mats' as it is likely that the barbells were used for a previous exercise and are now being put away.
54,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen with the logo and words is likely the opening sequence of a video, and the series of clips showing people skateboarding is the content that follows the intro."
55,The big truck leaves the car wash .,A black sedan is parked by the detail shop area .,NA,No,"There is no clear connection between the two events, and it is unclear which event comes first or if they are related at all."
56,A red car is seen parked .,A young man cleans a Nissan and its license plate area .,NA,Yes,"The young man is cleaning a Nissan, and the license plate area suggests that the car is his own, so it is likely that the red car seen parked is the same car being cleaned."
57,He shows some of the front fork and how to apply the spring .,He then turns his attention back to the bike and its front end .,NA,Yes,"The phrase 'He then' implies that the second event follows the first event, suggesting a temporal relationship."
58,First person of a man in a canoe in a body of water near waterfalls .,Video of two other canoes nearer to the falls .,NA,Yes,"The first person in the canoe in Event 1 is likely paddling towards the waterfalls, and the video in Event 2 shows the canoes closer to the falls, suggesting that Event 1 precedes Event 2."
59,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"The woman's actions in Event 1 (pouring liquid into the shot glass and cocktail glass, and adding more liquid) are likely to occur after the actions in Event 2 (touching the bottles and getting the glasses), as the woman needs to obtain the glasses and bottles before she can prepare the cocktail."
60,She jumps one more time and is seen walking away .,An athletic woman is seen standing ready for a track .,NA,Yes,"The woman is seen walking away after jumping, suggesting that the jumping event occurred before the walking away event, and therefore the two events have a temporal relationship."
61,She mixes more ingredients in the bowl and strain the fruits into a bowl in the end .,A woman is seen sitting behind a desk taking her classes down and clip arts of her and objects .,NA,No,The events seem to be unrelated and describe different activities. Mixing ingredients and taking classes are not related tasks.
62,She grabs his hand with both hands and stands back up while shaking hands .,The two then have an arm wrestling match with one another and the girl points off into the distance .,NA,Yes,"The arm wrestling match likely occurs after the initial handshake, as it is a separate activity that follows the initial greeting."
63,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",NA,Yes,"The boy's frantic smiling in the first event suggests that he is waiting for something to happen, and the removal of the mic in the second event likely triggers his wild head movements, indicating that the second event follows the first."
64,The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,An adult man appeared and joined the girls and play hop scotch .,NA,Yes,"It is likely that the events occur in sequence, with the first event describing the girls' costumes and the second event describing the man joining them to play hop scotch, implying that the man joins the girls after they are already dressed in their costumes."
65,"The cookie is picked up and broken in half , the screen goes to an outro screen that has the words "" Home Cooking adventure "" , includes 3 small videos in the middle of the screen and a youtube icon that has a flashing word "" subscribe "" next to it .","The instructions on the screen now say "" Drop 1 - 1 1/2 tablespoon portions 2 - inches apart "" and the woman is shown spooning the cookie dough mixture onto a baking pan .",NA,Yes,"The events are likely part of a cooking tutorial or recipe video, and the second event appears to be a continuation of the first event, as the woman is now following the instructions to prepare the cookie dough mixture after the outro screen with the YouTube icon and subscription prompt."
66,The guy smiles and places the fish on the the ice with both hands .,A guy squats on ice next to a plant .,NA,No,"There is no clear connection between the two events, and it is unclear how one could logically lead to the other."
67,The two teens bow after their fight .,The credits of video are shown .,NA,No,"The two events seem to be from different contexts, with the first event likely being a conclusion to a martial arts match and the second event being the conclusion of a video or movie."
68,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There 's a small boy snowboarding down the slope .,NA,Yes,"The second event (the boy snowboarding down the slope) likely occurs after the first event (the instructors teaching the young students to snowboard), as the boy must have learned the steps and skills taught by the instructors before being able to snowboard down the slope."
69,"A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .","A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .",NA,No,"The events appear to be unrelated and do not have a clear temporal connection. The first event seems to be a logo or title screen, while the second event is a person washing their hands. There is no apparent cause-and-effect or sequential relationship between the two events."
70,There are some adults helping small children get ready with their snowboarding equipment and gear .,An instructor from the snowboarding school is helping some young children get up after falling down .,NA,Yes,"It is likely that the children were getting ready with their snowboarding equipment and gear before they fell down and needed help getting up, so Event 1 likely precedes Event 2."
71,  The man dismounts and lands on the mat .,  The man does a routine on the horse .,NA,Yes,"The man must do the routine on the horse before dismounting and landing on the mat, as dismounting implies that the routine has been completed."
72,A group wearing helmets and safety vests pull a raft into a rapid river .,"They run through the water toward a water fall , celebrating .",NA,Yes,"The group must pull the raft into the rapid river before they can run through the water towards the waterfall, as the raft cannot move on its own and the group's action is necessary to initiate the event."
73,The guy pours the shaken liquid into the glass .,The guy raises an empty glass .,NA,Yes,The guy must raise an empty glass before he can pour the liquid into it.
74,A baby boy 's head floats up from water .,"He goes back under , looking around in amazement .",NA,Yes,"The baby's head floating up from the water suggests that he has been underwater, and then going back under implies that he has already been above the water, so the events are likely to be consecutive."
75,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"There is no apparent connection between the blue opening screen and the man putting on gloves and dancing in a yard, suggesting that they are unrelated events."
76,The woman continues kicking up her legs and ends by jumping down .,An athletic woman is seen balancing herself on two beams .,NA,Yes,"The woman's kicking up her legs and jumping down suggests that she is doing some sort of gymnastics or acrobatic routine, which could be followed by balancing on two beams, a common move in gymnastics or acrobatics."
77,"The man then picks up an iron and begins to melt some of the wax onto it by rubbing it on the hot iron , then onto the material on the ski and then back and forth to melting the wax and rubbing it onto the long piece of fabric on the ski .","The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,"The man picks up the iron in Event 1, and then picks up a small container in Event 2, which implies that Event 1 occurs before Event 2."
78,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .",The same male then lifts the bar four times and is successful at each attempt .,NA,Yes,"Event 1 describes the setup for the weightlifting, and Event 2 describes the actual lifting, which must occur after the setup is complete."
79,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera zooming out on the man playing the accordion likely occurs after we shift to see him play and he talks to the camera, as the camera would need to be focused on the man's face before zooming out to show the full scene."
80,We see him playing the accordion again .,We fade in from black as the man talks .,NA,Yes,"The phrase 'We fade in from black' typically indicates the start of a scene or sequence, so it is likely that the man's talking in Event 2 occurs before the accordion playing in Event 1."
81,The trainer walks the camel in a circle in a wide circle in the parking lot area with the children riding .,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd .,NA,Yes,"It is likely that the children rode the camel in the parking lot area before being guided in front of the stage, as the first event seems to be a warm-up or preparation for the second event."
82,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,A 5th boy suddenly appears and takes the stick to take his turn in filming .,NA,Yes,"The second event (the 5th boy taking the stick) implies that the first event (the boys skateboarding and passing the stick) has already occurred, as the 5th boy is taking his turn after the others have already been filming."
83,The girl uses a comb with a pick to part her hair .,The girl adds hair product to her hair and combs it through with her hands .,NA,Yes,"The girl must use the comb with a pick to part her hair after adding hair product and combing it through with her hands, as the comb with a pick is used for a specific task in the process of styling her hair."
84,We see a bathroom sink and counter .,The man then washes the container .,NA,Yes,"The man must be in a bathroom with a sink and counter before he can wash the container, suggesting that Event 1 precedes Event 2."
85,A camera pans around a large group of people are seen kite surfing along the water while some sit on the sides to watch .,More clips are shown of people riding around along the water with some falling in and others standing back up .,NA,Yes,"The second event appears to be a continuation of the first event, showing more footage of people kite surfing and falling in the water, suggesting that the events are happening in sequence."
86,The two children move backwards as the teens leave .,The credits of video are shown .,NA,Yes,"The credits of a video are typically shown after the video has finished, so it is likely that the teens leaving is the event that precedes the showing of the credits."
87,The young girl stops and begins to try and takes the food off the fork and they both begin laughing .,The little girl then sits down and they both begin to look on the floor for a piece of food that fell off of the fork .,NA,Yes,"Event 1 describes the start of the action, and Event 2 is a continuation of that action, as they are both looking for the food that fell off the fork."
88,The men begin to play the guitars .,Two men are sitting on stools with guitars in their laps with captions .,NA,Yes,"It is likely that the men began playing the guitars after they started sitting on the stools with the guitars in their laps, as playing the guitar requires holding the instrument."
89,"  The canoe and the hand travel down a rocky water way and pass other people , trees and rocks .","A hand is seen paddling in the water along with the front of the canoe the person paddling is in , the body and face are not visible , however .",NA,Yes,"The second event is a more detailed description of the same scene as the first event, specifically focusing on the person paddling the canoe."
90,The camera man adjusts the camera and covers it with his hand .,We see two men playing squash in an indoor court .,NA,Yes,"The camera man adjusting the camera and covering it with his hand is likely an action taken before capturing the scene of the two men playing squash, suggesting a temporal relationship where Event 1 precedes Event 2."
91,"A black screen appears and a blue area with black text reads "" 20 Seconds "" and it flashes multiple times .","Various items are shown that include a toilet paper roll , a bottle of handwash and running water from a faucet .",NA,Yes,"The flashing '20 Seconds' likely indicates a countdown timer, suggesting that the items being shown in Event 2 are being displayed after the 20-second mark has passed."
92,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .","They raise them to their chests , then over their heads very quickly , doing several sets .",NA,Yes,"The events appear to be describing different stages of the same exercise routine, with Event 1 describing the initial stages (sit-ups and arm lifts) and Event 2 describing the subsequent stages (raising the exercise balls to the chest and overhead)."
93,The man is again being interviewed with several shots of balls being thrown and more people being interviewed .,Various shots of people are shown as well a bowling balls being thrown down a lane .,NA,Yes,"The shots of bowling balls being thrown down a lane suggest that the event is a bowling interview, which is a common format for sports interviews, so it is likely that the second event is a continuation of the first event."
94,  The man does a routine on the horse .,  People in the arena applaud the man .,NA,Yes,"The man's routine on the horse likely precedes the applause, as the applause is a reaction to the man's performance."
95,Two people are seen kicking around a skateboard and lead into clips of them riding down a road .,The men continue moving around the city through obstacles and moving along the road .,NA,Yes,"The first event, 'kicking around a skateboard', is likely a warm-up or preparation for the second event, 'riding down a road', which is a continuation of their activity."
96,We see the title screen on black .,The lady with the hose is seen again .,NA,Yes,"The title screen is typically shown at the beginning of a video or game, so it is likely that the lady with the hose is seen again after the title screen."
97,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The event 'he returns the fourth time' implies that the person has already bowled three times before, and the event 'he hits another strike' is the result of one of those four attempts, so the two events are likely to occur in sequence."
98,The medal is cooled down and the finished weld can be seen .,A portable power sources has electric tools plugged into it .,NA,Yes,"The portable power source is likely being used to power the electric tools to weld the medal, so the second event must occur after the first event."
99,They stack the mango slices on a plate .,They put the fruit into a juicer and pour the juice into a large jug .,NA,No,There is no logical sequence between the two events. They are two separate actions that can occur independently of each other.
100,He grabs a mop and dips it into the bucket and rings out excess water .,A man grabs a swiffer and cleans a small area of the floor in his living room .,NA,No,"The events are unrelated and describe different cleaning activities with different cleaning tools, suggesting no temporal relationship between them."
101,"After , the woman takes off her clothes and makes sexy movements .",The woman walks in the yard and pretend to shoot .,NA,Yes,"The event 'the woman takes off her clothes and makes sexy movements' is likely to happen after 'the woman walks in the yard and pretend to shoot', as the first event implies a more intimate or provocative setting, which is unlikely to occur before the second event."
102,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The boys must have scrolled through the names on the black screen before they start riding their skateboards, so Event 1 likely precedes Event 2."
103,A man is seen speaking to the camera using his hands in the end .,The people push themselves along in the canoe and show more people riding along .,NA,No,The events appear to be unrelated and do not seem to have a causal or temporal connection.
104,The man continues to play the instrument up and down moving his hands all around .,A person is seen close up holding a guitar and begins playing the instrument while moving his arms around .,NA,Yes,"The second event is a description of the same action as the first event, suggesting that the second event is a continuation of the first event."
105,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The event 'he returns the fourth time' implies that the person has already bowled three times, and the event 'he hits another strike' is the result of the fourth roll, so the two events are likely to occur in sequence."
106,"For the first one , he has the ball on the end of the tennis racket that is upside down , he jilts the tennis racket up and hits the ball while it is up in the air .",He is alone and starts to illustrate different tricks that you could do when servicing the ball .,NA,Yes,"The second event describes the action of 'servicing the ball', which is the context of the first event where he is hitting the ball while it is in the air."
107,A young woman cleans the engine area of a car .,  A woman cleans the window of a big truck .,NA,No,There is no inherent reason why the cleaning of the engine area of a car must precede or follow the cleaning of the window of a big truck. They are separate and unrelated tasks.
108,The gate opens and he ropes a small animal and throws it on the ground and ties its back lets .,He stands up and runs to get back on the horse .,NA,Yes,"The event of throwing the animal off the horse and tying its back legs suggests that the person was previously riding the horse, and then got off to handle the animal, making it likely that the second event (getting back on the horse) occurs after the first event."
109,The camera zooms out and a yellow frame appears .,"  Justin is playing the drums with a caption "" Justin Beiber Drum Solo "" .",NA,Yes,"The caption and the drum solo are likely to be part of a video or a TV show, and the yellow frame is likely to be a title card or an intro, which would precede the drum solo."
110,The men start after the card and ride their dirt bikes .,The end titles appear on a black screen .,NA,Yes,"The end titles typically appear after the main content of a movie or show, which in this case would include the scene where the men ride their dirt bikes, so the second event likely occurs after the first."
111,The men continue to huddle and play a game of rock paper scissors while cheering afterwards .,A large group of people are seen standing on a field with players carrying others on their backs .,NA,No,"There is no clear connection between the two events, and it is unclear how the events are related or in what order they occur."
112,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",A baby boy 's head floats up from water .,NA,Yes,"The baby's head floating up from water suggests that the baby was underwater, and the mothers grabbing their babies to come up for air implies that the babies were underwater and then were lifted up by their mothers, making Event 1 likely to occur before Event 2."
113,A large beer pong table is shown with cups laid out and people playing .,Many clips are shown of people playing beer pong as well as speaking to the camera .,NA,Yes,"The second event is likely a continuation of the first event, as it shows more of the same activity (playing beer pong) and does not suggest a change in location or activity."
114,The   man fills he bucket and dumps it out .,We see a man and a boy playing in the sand .,NA,Yes,"The man filling the bucket and dumping it out likely precedes the man and boy playing in the sand, as the sand is likely the result of the bucket being dumped out."
115,Text speaks of an event that is coming up .,They are shown jumping   off cliffs into the water before rafting again .,NA,Yes,"The event mentioned in Event 1 is likely the rafting activity, and the event described in Event 2 is a part of that activity, specifically a part that comes before the rafting again, as they are jumping off cliffs into the water before rafting again."
116,  Man sleeps in a bed .,Man talks to someone on the camera .,NA,No,There is no inherent temporal relationship between sleeping and talking on a camera. The events could occur at any time and in any order.
117,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"It is likely that the instructors' teaching and helping the students (Event 2) comes before the students doing impressive stunts and moves (Event 1), as the students would need to learn the basics before they can perform advanced moves."
118,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"It is likely that the students learn the steps and then perform impressive stunts and moves, so the teaching event precedes the impressive stunts and moves."
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"Event 1 describes the boys riding their skateboards, which is likely to happen after they have arrived at the location described in Event 2, where they are walking through the area with leaves and trees."
120,There 's a young man wearing a blue shirt and black hat demonstrating on a bed and talking about fitness .,He is talking about fitness as he lays on his back to demonstrate crunches by doing actions with his arms .,NA,Yes,"The second event is a continuation of the first event, as the young man is still talking about fitness and demonstrating exercises, specifically crunches, on the bed."
121,The individual squeezes the lemons ' juice into a mug using a tool .,The individual mixes some water into the mug .,NA,Yes,"It is likely that the individual squeezes the lemon juice into the mug first, and then mixes water into the mug, as the juice must be present before it can be mixed with water."
