Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
11,A girl sitting in a chair is covered in red goo and melted ice cream and whipped cream .,A lady in a bikini is holding a sundae glass .,NA,Yes,"The girl in Event 1 likely got covered in the red goo, ice cream, and whipped cream as a result of eating the sundae from the glass held by the lady in Event 2, suggesting a causal and likely temporal relationship between the two events."
12,The guy brings a fish from the ice which is attached to the string .,The guy reaches into the hole in the ice and pulls on a clear string .,NA,Yes,"The guy must first reach into the hole and pull on the string to catch the fish, then bring it back up to the ice attached to the string."
13,The iron is put down and the focus goes to a close up shot of the purple material that just had wax melted onto it .,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,"The event described in Event 1 implies that the purple material has just been treated with wax, and Event 2 explains what that material is and how it was obtained. This suggests a causal relationship between the two events, with Event 1 occurring before Event 2."
14,"The girl in pink dress and the girl in wonder woman costume is fixing the tiles , the girl in dress continue to play , then the girl in wonder woman costume play the hop scotch .",The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,NA,Yes,"Event 1 describes the sequence of actions performed by the two girls, which implies a temporal relationship between the events. Event 1 must have occurred before Event 2, as the sequence of actions is described in Event 1."
15,man wearing a red outfit is standing in a green large field doing a shot put .,man is standing in a large green grassy field .,NA,Yes,"The second event is likely a continuation of the first event, as the man is still standing in the same location and the scene has not changed significantly."
16,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,NA,Yes,"The mic is removed in Event 1, and then the boy begins performing again, which suggests that Event 1 occurs before Event 2."
17,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The man proceeds to throw frisbees at which point the dog catches the frisbee .,NA,Yes,"The man's action of throwing frisbees in Event 2 logically follows his action of holding frisbees in Event 1, suggesting a causal relationship between the two events."
18,A man hits a long shot down a slope .,A man receives a trophy from teammates .,NA,Yes,"The man likely hit the long shot in a competition or event, and receiving a trophy is a common reward for winning or achieving a notable feat, so it is likely that the trophy is awarded after the shot is hit."
19,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,Yes,"The man in the white hat must be leading them before they stop playing and the man stands up, as the action of stopping and standing up implies that the activity (playing) has ended."
20,"A player with green t - shirt scores , then the players continue the game .",Two teams play hurling running and throwing a small ball with a stick .,NA,No,"The events are unrelated and do not share a common context or scenario. The first event appears to be from a game with scores, while the second event is a description of a specific sport, hurling."
21,A person is walking through a display of numerous sail boats .,The man sails through the hard waters very quickly .,NA,Yes,It is likely that the person in Event 1 is walking through the display of sailboats before they sail through the hard waters in Event 2.
22,A young woman cleans the engine area of a car .,A young man sprays down a white truck .,NA,No,There is no apparent reason why one event must precede the other. They could be happening simultaneously or in a different order.
23,"Their father walks by , pushing the baby .","Two children , a boy and girl , are swinging gently on a swing set .",NA,Yes,"The event of the father walking by, pushing the baby, likely occurred before the event of the two children swinging on the swing set, as it is likely that the children are the same ones being pushed by their father."
24,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .","The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",NA,Yes,"The outro screen is likely to appear after the series of clips have finished playing, as it appears to be a message or warning related to the content of the clips."
25,The end titles appear on a black screen .,The lady with the hose is seen again .,NA,Yes,"It is likely that the end titles appear after the main content of the film has finished, including the scene where the lady with the hose is seen again."
26,man is standing in the sea surfing a wave .,a lot of people are on surfboards on the sea .,NA,Yes,"It is likely that the man in Event 1 is part of the group of people in Event 2, and the two events are describing the same surfing activity, with Event 1 being a snapshot of the activity."
27,"The third time when he returns , he throws the ball and hits a strike one more time .","He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",NA,Yes,"The first event implies that the person has already stepped in and tried to bowl before, and is now returning for the third time, which suggests a temporal relationship with the second event, which is the initial attempt to bowl."
28,A slinky is thrown and a girl hops to where the slinky dropped .,Two young women are talking to each other .,NA,Yes,"The event of throwing the slinky must occur before the girl hops to where it dropped, indicating a causal and temporal relationship between the two events."
29,He touches his cheek again .,We then see an animation and the closing titles .,NA,Yes,"The closing titles typically follow the end of a movie or animation, so it is likely that the animation and closing titles appear after the character touches his cheek again."
30,They stop playing and the man stands up .,A man in a white hat is leading them .,NA,Yes,"The man standing up likely occurred after they stopped playing, suggesting a temporal relationship between the two events."
31,Several rafts then appear and many people are white water rafting and flipping over .,A man then appears on the side with a paddle dancing on top of the rocks as he watches the others continue to kayak and fall into the water each change they hit a rock or encounter a wave .,NA,Yes,"The man with the paddle appears to be watching others white water rafting, which suggests that the rafting event (Event 1) happened before the man appeared on the side (Event 2)."
32,The   man fills he bucket and dumps it out .,The boy sits down and rocks back and forth .,NA,Yes,"The man filling the bucket and dumping it out is likely a precursor to the boy sitting down and rocking back and forth, as the bucket contents are likely what the boy is sitting on."
33,He drops the weight down onto a mat .,He bends down and lifts a large weight over his head .,NA,Yes,"The order of events suggests that the person first drops the weight down onto a mat, and then lifts it back up over their head."
34,"Once the first car is finished , the lady leaves and now the boy is left outside by himself getting the rest of the snow off of the vehicle .",The lady is dressed in a long beige jacket and ear muffs and she is scraping the snow off of the other end of the car .,NA,Yes,"The lady is still involved in scraping the snow off the car in Event 2, and then she leaves (Event 1) after the first car is finished, so Event 1 likely occurs after Event 2."
35,"The third time when he returns , he throws the ball and hits a strike one more time .","When he returns the fourth time , he hits another strike by knocking down all the pins .",NA,Yes,"The events describe a sequence of events in a bowling game, where'returns' likely refers to the player's turns, and 'hits a strike' or 'knocking down all the pins' refer to the outcome of each turn. The events imply a causal relationship, with each event building upon the previous one."
36,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"Event 2 describes the woman obtaining the glasses and bottles, which is a necessary step before she can pour the liquids in Event 1, creating a likely temporal relationship between the two events."
37,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"The video mentioned in Event 1 likely precedes the scene described in Event 2, as the video would likely be shown before the boys are shown in the scene."
38,He talks and we see a split screen of the accordion .,We see his hand up close as he plays .,NA,Yes,"It is likely that the talking and playing of the accordion happen simultaneously, or at least that the playing of the accordion occurs after the talking, as the playing of the accordion is likely to be a continuation of the activity being discussed."
39,"The next black screen has a different set of white words that read "" Who will win ? ? ? "" .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The second event appears to be a continuation of the first event, with the first event setting the scene for the arm wrestling match."
40,She wets the toothbrush in the sink and begins to brush her teeth .,She pushes the button and puts toothpaste on the toothbrush .,NA,Yes,"Event 1 must occur after Event 2, as she cannot wet the toothbrush in the sink and begin brushing her teeth without first applying toothpaste."
41,The medal is cooled down and the finished weld can be seen .,A man welds a large steel construction drill .,NA,Yes,"The medal must be cooled down after the weld is finished, so the order of the events suggests a temporal relationship where Event 1 follows Event 2."
42,A man kneels in the grass as two men flip and one jump over their back .,  A small boy enters the ring then two girls flip through .,NA,Yes,"The event in Event 1 likely occurs before the event in Event 2, as the man kneeling in the grass suggests a setup or preparation for the acrobatic activity, and the small boy entering the ring in Event 2 implies a start or initiation of the activity."
43,Two men are on a squash court playing a game   of squash with each other .,"During the game , they also pause several times to reset when they start a new game .",NA,Yes,"The second event is a part of the first event, specifically a pause within the game they are playing."
44,A girl in a red bathing suit stretches and walks to the edge of the dive platform and prepares to dive in a diving competition .,The diver jumps back off of the dive platform and spins forward for a head first entry .,NA,Yes,"The girl in a red bathing suit (Event 1) must prepare to dive and then actually jump off the platform (Event 2), which suggests a clear temporal sequence."
45,He talks to the camera again .,He begins to play the guitar .,NA,Yes,"The fact that he talks to the camera again implies that he has talked to the camera before, and this event is likely a continuation of that previous action, making it likely that the two events occur in sequence."
46,The people in the audience cheer and the shot is seen again in slow motion .,"A man is shown running that leads into an intro , followed by a photograph of him .",NA,Yes,"The slow-motion shot of the event is likely to be shown after the event has occurred, which is described in Event 2 as the man running."
47,A man tunes his guitar and then starts to strum it .,  The man plays a few chords and continues to fiddle with his guitar .,NA,Yes,"The second event describes an action that is likely to occur after the guitar has been tuned, as the man continues to fiddle with it after playing a few chords."
48,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera zooms out on the man playing the accordion, which is likely after the camera zoomed in to see him play, so Event 2 follows Event 1 in time."
49,He keeps swinging the racket in the room .,A man in an orange shirt is playing wall ball .,NA,Yes,"It is likely that the man in the orange shirt started playing wall ball after he kept swinging the racket in the room, as the action of playing wall ball is a continuation of the action of swinging a racket."
50,The race start and they race along an uneven course with spectators watching .,A number of bikers line up at a race starting line .,NA,Yes,"The race start event implies that the race has started, and the bikers lining up at the starting line is a necessary step before the race begins, so Event 2 likely precedes Event 1."
51,He aims and throws more darts and walks over one more time looking back at the camera .,He throws several more darts and then walks over the board and grabs the darts .,NA,Yes,"The events seem to describe the same action in different stages. Event 1 describes the act of throwing darts, while Event 2 describes the act of walking over to the board and grabbing the darts, which likely occurs after the darts have been thrown."
52,A man in a blue shirt stands behind a fence behind him .,A man swings a ball on a chain around his body and throws it behind him .,NA,Yes,The man in the blue shirt is likely standing behind a fence to avoid being hit by the ball as it swings around his body and is thrown behind him.
53,They set the barbells down before showing another man doing the same .,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .",NA,Yes,"The phrase 'before showing another man doing the same' implies that the action of setting the barbells down is completed before showing another man doing the same, which suggests that the two events have a temporal relationship."
54,"A series of clips begin to play and they include a lot of people riding skateboards and wearing safety gear as they fall many times in many different areas that include residential roads , parking lots , skate parks , dirt paths , empty roads and etcetera .",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen with a logo and words is likely the beginning of a video, and the series of clips of people riding skateboards is the content of the video, so Event 2 precedes Event 1."
55,The big truck leaves the car wash .,A black sedan is parked by the detail shop area .,NA,No,"There is no obvious connection between the car wash and the detail shop area, and it is unclear which event came first."
56,A red car is seen parked .,A young man cleans a Nissan and its license plate area .,NA,Yes,"The young man is cleaning a Nissan, which is likely the same car seen parked in Event 1, suggesting that the cleaning event occurs after the parking event."
57,He shows some of the front fork and how to apply the spring .,He then turns his attention back to the bike and its front end .,NA,Yes,"The order of the events suggests that showing the front fork and its spring is a preceding action, followed by turning attention back to the bike's front end, indicating a temporal relationship."
58,First person of a man in a canoe in a body of water near waterfalls .,Video of two other canoes nearer to the falls .,NA,Yes,"The first person in the canoe in Event 1 may have paddled closer to the falls and then the video was taken in Event 2, or the video was taken as the first person paddled by, suggesting a temporal relationship between the two events."
59,"The woman pour liquid in the shot glass then pour in the cocktail glass , then she added more liquid , the liquid turned into green .","The woman touched the bottles , then she get a cocktail glass and shot glass .",NA,Yes,"The woman's actions in Event 1, such as pouring liquid and adding more, logically follow the actions described in Event 2, where she touches the bottles and gets the glasses. This suggests that Event 2 precedes Event 1."
60,She jumps one more time and is seen walking away .,An athletic woman is seen standing ready for a track .,NA,Yes,"It is likely that the woman jumped and then walked away, as the description implies a sequence of events."
61,She mixes more ingredients in the bowl and strain the fruits into a bowl in the end .,A woman is seen sitting behind a desk taking her classes down and clip arts of her and objects .,NA,No,The events seem unrelated and don't have a clear causal or temporal connection. Mixing ingredients and taking classes don't appear to be related activities.
62,She grabs his hand with both hands and stands back up while shaking hands .,The two then have an arm wrestling match with one another and the girl points off into the distance .,NA,Yes,"The arm wrestling match is likely to take place after the initial handshake, as it is a separate activity that requires a certain level of physical interaction and trust established through the handshake."
63,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,"Finally , the mic is removed and the boy begins moving his head wildly as if he is a rock star and they both continue performing .",NA,Yes,"The boy's frantic smiling in Event 1 suggests he is waiting for something to happen, which is likely the removal of the mic in Event 2, allowing him to start performing and moving his head wildly."
64,The little girl is wearing pink princess costume while the other girl is wearing wonder woman costume .,An adult man appeared and joined the girls and play hop scotch .,NA,No,"There is no apparent connection between the events, and it is unclear how the man joining the girls and playing hop scotch is related to the girls' costumes."
65,"The cookie is picked up and broken in half , the screen goes to an outro screen that has the words "" Home Cooking adventure "" , includes 3 small videos in the middle of the screen and a youtube icon that has a flashing word "" subscribe "" next to it .","The instructions on the screen now say "" Drop 1 - 1 1/2 tablespoon portions 2 - inches apart "" and the woman is shown spooning the cookie dough mixture onto a baking pan .",NA,Yes,"The events suggest a cooking video, and the first event appears to be the conclusion of the video (the outro screen), while the second event seems to be the continuation of the recipe, likely after the video has ended."
66,The guy smiles and places the fish on the the ice with both hands .,A guy squats on ice next to a plant .,NA,No,"The events seem to describe unrelated activities, and it is unclear how they could be related in time."
67,The two teens bow after their fight .,The credits of video are shown .,NA,No,"The two events are likely unrelated and don't have a clear temporal connection. The two teens bowing after a fight could happen in a martial arts or street fight, while the credits of a video are typically shown after the video has finished playing, which could be a completely different context."
68,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There 's a small boy snowboarding down the slope .,NA,Yes,"It is likely that the young students in Event 1 are learning to snowboard and eventually become proficient enough to snowboard down the slope, as seen in Event 2."
69,"A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .","A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .",NA,No,The two events appear to be unrelated and do not share a common context or timeline.
70,There are some adults helping small children get ready with their snowboarding equipment and gear .,An instructor from the snowboarding school is helping some young children get up after falling down .,NA,Yes,"It is likely that the children had to get ready with their snowboarding equipment and gear before they started snowboarding and eventually fell down, which would make Event 1 precede Event 2."
71,  The man dismounts and lands on the mat .,  The man does a routine on the horse .,NA,Yes,"The man must do the routine on the horse before dismounting and landing on the mat, as dismounting implies that the man has finished the routine."
72,A group wearing helmets and safety vests pull a raft into a rapid river .,"They run through the water toward a water fall , celebrating .",NA,Yes,"The group is more likely to pull the raft into the river before they run through the water towards the waterfall, as this sequence makes more sense in terms of the activities described."
73,The guy pours the shaken liquid into the glass .,The guy raises an empty glass .,NA,Yes,The guy must raise an empty glass before he can pour the liquid into it.
74,A baby boy 's head floats up from water .,"He goes back under , looking around in amazement .",NA,Yes,"The second event implies that the baby boy has already surfaced from the water, so the two events must be consecutive."
75,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"There is no apparent connection between the blue opening screen and a man putting on gloves and dancing in a yard, suggesting they are unrelated events."
76,The woman continues kicking up her legs and ends by jumping down .,An athletic woman is seen balancing herself on two beams .,NA,Yes,"The woman's kicking up her legs and jumping down suggests that she is in the process of warming up or practicing gymnastics, which could be followed by balancing herself on two beams, a common gymnastics exercise."
77,"The man then picks up an iron and begins to melt some of the wax onto it by rubbing it on the hot iron , then onto the material on the ski and then back and forth to melting the wax and rubbing it onto the long piece of fabric on the ski .","The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",NA,Yes,"The events are likely to be part of the same process. In the first event, the man is melting wax onto the ski, and in the second event, he is obtaining the wax (Vauhti Violet Glider) that he will then use to melt onto the ski."
78,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .",The same male then lifts the bar four times and is successful at each attempt .,NA,Yes,"Event 2 is a direct continuation of Event 1, as the man is already standing on the mat and about to jerk the bar, and then proceeds to lift the bar multiple times."
79,We shift to see him play and he talks to the camera .,The camera zooms out on the man playing the accordion .,NA,Yes,"The event of shifting to see him play likely precedes the event of him talking to the camera, as one would typically see the action before hearing the commentary."
80,We see him playing the accordion again .,We fade in from black as the man talks .,NA,Yes,"The phrase 'We fade in from black' typically indicates the beginning of a scene or sequence, and the phrase 'We see him playing the accordion again' suggests that this is a continuation of something that has already started. Therefore, it is likely that Event 2 precedes Event 1."
81,The trainer walks the camel in a circle in a wide circle in the parking lot area with the children riding .,The trainer guides the children on a camel in front of the stage holding presenters and a large crowd .,NA,Yes,It is likely that the trainer walks the camel in a circle in the parking lot area with the children riding before guiding the children on a camel in front of the stage holding presenters and a large crowd.
82,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,A 5th boy suddenly appears and takes the stick to take his turn in filming .,NA,Yes,"The second event occurs after the first event, as the boys continue to pass the stick to one another before a 5th boy appears to take his turn in filming."
83,The girl uses a comb with a pick to part her hair .,The girl adds hair product to her hair and combs it through with her hands .,NA,Yes,It is likely that the girl uses the comb with a pick (Event 1) after applying hair product to her hair (Event 2) and combing it through with her hands.
84,We see a bathroom sink and counter .,The man then washes the container .,NA,Yes,"The event of washing the container likely occurs after the event of seeing the bathroom sink and counter, as the container would need to be placed on the sink or counter before it can be washed."
85,A camera pans around a large group of people are seen kite surfing along the water while some sit on the sides to watch .,More clips are shown of people riding around along the water with some falling in and others standing back up .,NA,Yes,"The events appear to be showing the same activity (kite surfing) and likely occur in a sequence, with Event 1 showing the initial activity and Event 2 showing the continuation or progression of the activity."
86,The two children move backwards as the teens leave .,The credits of video are shown .,NA,No,"The events seem to be unrelated and cannot be temporally related. The first event appears to be about children moving backwards, while the second event is about showing credits of a video."
87,The young girl stops and begins to try and takes the food off the fork and they both begin laughing .,The little girl then sits down and they both begin to look on the floor for a piece of food that fell off of the fork .,NA,Yes,"The second event is a direct continuation of the first event, as the food has fallen off the fork and they are now looking for it together."
88,The men begin to play the guitars .,Two men are sitting on stools with guitars in their laps with captions .,NA,Yes,"It seems that the men are preparing to play the guitars, as they are sitting on stools with guitars in their laps with captions, which suggests that they are about to start playing."
89,"  The canoe and the hand travel down a rocky water way and pass other people , trees and rocks .","A hand is seen paddling in the water along with the front of the canoe the person paddling is in , the body and face are not visible , however .",NA,Yes,The second event describes a moment in time that is part of the sequence described in the first event. The hand paddling in the water is likely the same hand described in the first event as traveling down the rocky waterway.
90,The camera man adjusts the camera and covers it with his hand .,We see two men playing squash in an indoor court .,NA,Yes,"The camera man adjusts the camera and covers it with his hand likely before recording the squash match, so the events are likely to occur in this order."
91,"A black screen appears and a blue area with black text reads "" 20 Seconds "" and it flashes multiple times .","Various items are shown that include a toilet paper roll , a bottle of handwash and running water from a faucet .",NA,Yes,"The flashing '20 Seconds' likely indicates a countdown, suggesting that the items being shown in Event 2 will appear after the 20 seconds have passed."
92,"They lay down on mats , using exercise balls to do sit ups , then doing arm lifts .","They raise them to their chests , then over their heads very quickly , doing several sets .",NA,Yes,"The second event appears to be a continuation of the first event. The first event describes exercising with exercise balls, and the second event describes doing arm lifts, which is a natural progression from the sit-ups and arm lifts described in the first event."
93,The man is again being interviewed with several shots of balls being thrown and more people being interviewed .,Various shots of people are shown as well a bowling balls being thrown down a lane .,NA,Yes,"The shots of bowling balls being thrown and the people being interviewed suggest that the man is being interviewed about bowling, and the shots of balls being thrown and people being interviewed are likely part of the same interview or activity."
94,  The man does a routine on the horse .,  People in the arena applaud the man .,NA,Yes,"The routine on the horse is likely to be performed before the applause, as the applause is a reaction to the performance."
95,Two people are seen kicking around a skateboard and lead into clips of them riding down a road .,The men continue moving around the city through obstacles and moving along the road .,NA,Yes,"The first event describes the men learning to ride the skateboard, and the second event describes them using the skills they learned to ride down the road and navigate the city, implying a temporal sequence."
96,We see the title screen on black .,The lady with the hose is seen again .,NA,No,"The information provided does not give enough context to determine if one event precedes the other. The title screen could appear at the beginning of a movie, game, or program, and the lady with the hose could appear anywhere in the sequence."
97,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,Yes,"The person in the red shirt and black shoes must have been bowling and knocking down pins before hitting another strike, as the event describes returning for the fourth time."
98,The medal is cooled down and the finished weld can be seen .,A portable power sources has electric tools plugged into it .,NA,No,There is no apparent causal or temporal relationship between the two events. The cooling down of a medal and the use of electric tools seem unrelated and could have occurred at any point in time.
99,They stack the mango slices on a plate .,They put the fruit into a juicer and pour the juice into a large jug .,NA,No,There is no apparent reason why the events must occur in a particular order. The mango slices could be stacked before or after they are put into a juicer.
100,He grabs a mop and dips it into the bucket and rings out excess water .,A man grabs a swiffer and cleans a small area of the floor in his living room .,NA,No,"The events describe different cleaning tasks and tools, and there is no clear temporal relationship between them."
101,"After , the woman takes off her clothes and makes sexy movements .",The woman walks in the yard and pretend to shoot .,NA,Yes,"The phrase 'After' indicates that Event 1 occurs subsequent to Event 2, suggesting a temporal relationship between the two events."
102,A black screen with white letters scrolling from the bottom to the top includes the names of all the boys in the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The scrolling names on the black screen likely occur before the boys start riding their skateboards, as it appears to be a title sequence or credits for the video."
103,A man is seen speaking to the camera using his hands in the end .,The people push themselves along in the canoe and show more people riding along .,NA,No,"The two events describe unrelated activities and there is no indication of a temporal relationship between them, such as one event leading to or following the other."
104,The man continues to play the instrument up and down moving his hands all around .,A person is seen close up holding a guitar and begins playing the instrument while moving his arms around .,NA,Yes,"The description of the person playing the instrument up and down and moving their hands all around suggests that they are already playing the instrument, which is consistent with the description of the person in event 2 starting to play the instrument."
105,"When he returns the fourth time , he hits another strike by knocking down all the pins .",There 's a person in a red shirt and black shoes bowling in a bowling alley .,NA,No,"Event 2 provides a general setting, but does not provide any information about the person's actions or progress in bowling, making it unclear when or if the events in Event 1 might occur."
106,"For the first one , he has the ball on the end of the tennis racket that is upside down , he jilts the tennis racket up and hits the ball while it is up in the air .",He is alone and starts to illustrate different tricks that you could do when servicing the ball .,NA,Yes,"The second event describes the process of illustrating tricks, which is likely to occur after the first event, where the person starts to hit the ball with the tennis racket, demonstrating the tricks in action."
107,A young woman cleans the engine area of a car .,  A woman cleans the window of a big truck .,NA,No,There is no logical connection or sequence between cleaning an engine area and cleaning a window of a truck. They appear to be unrelated activities.
108,The gate opens and he ropes a small animal and throws it on the ground and ties its back lets .,He stands up and runs to get back on the horse .,NA,Yes,The event of catching and tying the animal's back legs likely occurs before the event of standing up and getting back on the horse.
109,The camera zooms out and a yellow frame appears .,"  Justin is playing the drums with a caption "" Justin Beiber Drum Solo "" .",NA,Yes,"The caption and the drum solo are likely to be part of a video or a broadcast, and the yellow frame appearing is likely a transition or an introduction to the drum solo, suggesting that Event 1 precedes Event 2."
110,The men start after the card and ride their dirt bikes .,The end titles appear on a black screen .,NA,Yes,"The end titles typically appear after the main content of a movie or TV show has finished, which in this case would include the scene where men ride their dirt bikes."
111,The men continue to huddle and play a game of rock paper scissors while cheering afterwards .,A large group of people are seen standing on a field with players carrying others on their backs .,NA,No,The two events describe different activities (rock paper scissors game and a ritual/game of carrying people on backs) and do not appear to be related in time.
112,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",A baby boy 's head floats up from water .,NA,Yes,"The event of grabbing the baby to come up for air suggests that the baby was underwater, and the baby's head floating up from water is a natural consequence of being grabbed, so it is likely that Event 1 precedes Event 2."
113,A large beer pong table is shown with cups laid out and people playing .,Many clips are shown of people playing beer pong as well as speaking to the camera .,NA,Yes,"The second event is likely a continuation of the first event, as the description of the second event is showing more of the same activity that was already happening in the first event."
114,The   man fills he bucket and dumps it out .,We see a man and a boy playing in the sand .,NA,Yes,"It is likely that the man fills the bucket and dumps it out before the boy plays in the sand, as the sand would need to be prepared before play."
115,Text speaks of an event that is coming up .,They are shown jumping   off cliffs into the water before rafting again .,NA,Yes,"The event mentioned in Event 1 is likely the preparation or setup for the rafting activity described in Event 2, which implies a temporal relationship where Event 1 precedes Event 2."
116,  Man sleeps in a bed .,Man talks to someone on the camera .,NA,No,There is no apparent causal or sequential relationship between sleeping in a bed and talking on a camera. These events seem unrelated and can occur at any point in time.
117,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"It is likely that the instructors in Event 2 teach the students the basics of snowboarding, and then the students, including the one who does impressive stunts and moves, progress to more advanced skills, including the stunts and moves mentioned in Event 1."
118,One of the students does impressive stunts and moves while snowboarding .,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,NA,Yes,"It is likely that the students, who are being taught various steps, will eventually progress to doing impressive stunts and moves, as is the typical progression in learning a new skill."
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"Event 2 describes the boys walking to a location, and Event 1 describes them arriving at that location and starting to ride their skateboards. The description in Event 2 suggests that the boys are walking to a place where they will engage in an activity, which is then described in Event 1."
120,There 's a young man wearing a blue shirt and black hat demonstrating on a bed and talking about fitness .,He is talking about fitness as he lays on his back to demonstrate crunches by doing actions with his arms .,NA,Yes,"The second event describes a continuation of the first event, as the young man is still talking about fitness and demonstrating exercises, specifically crunches."
121,The individual squeezes the lemons ' juice into a mug using a tool .,The individual mixes some water into the mug .,NA,Yes,The individual must first squeeze the lemon's juice into the mug before mixing water into it.
